IDX,f_NationCodeStr,SetNo,Name,Memo,SetAbil01,SetAbil02,NeedItem01,NeedItem02,NeedItem03,NeedItem04,NeedItem05,NeedItem06,NeedItem07,NeedItem08,NeedItem09,NeedItem10
2452,0,1038721,999,[캐쉬] LV1 삽질하는 두더지,38707,0,299602382,299602392,299602402,299602412,299602422,299602432,0,0,0,0
2453,0,1038722,999,[캐쉬] LV1 코알라 봉제인형,17538,0,299602452,299602462,299602472,299602482,299602492,0,0,0,0,0
2454,0,1038723,999,[캐쉬] LV1 표범 봉제인형 상의,17538,0,299602562,299602572,299602582,299602592,299602602,0,0,0,0,0
2455,0,1038724,999,[캐쉬] LV1 비정한 검객 칼로 베어 머리(스페셜),38706,0,399601742,399601752,399601762,399601772,399601782,399601792,0,0,0,0
2456,0,1038725,999,[캐쉬] LV1 노래하는 라라라 라이온머리(스페셜),38706,0,399601802,399601812,399601822,399601832,399601842,399601852,0,0,0,0
2457,0,1038726,999,[캐쉬] LV1 고양이 백작 야옹 더 캬옹 머리,17645,0,399601862,399601872,399601882,399601892,399601902,0,0,0,0,0
2458,0,1038727,999,[캐쉬] LV1 뿔양 봉제인형 머리(고급),17622,0,399601912,399601922,399601932,399601942,399601952,0,0,0,0,0
2459,0,1038728,999,[캐쉬] LV1 초식곰돌이 봉제인형 머리(고급),17622,0,399601962,399601972,399601982,399601992,399602002,0,0,0,0,0
2460,0,1038729,999,[캐쉬] LV1 고양이 기사 레이피야옹,17645,0,399602012,399602022,399602032,399602042,399602052,0,0,0,0,0
2461,0,1038730,999,[캐쉬] LV1 반짝반짝 꿀벌,38706,0,399602062,399602072,399602082,399602092,399602102,399602112,0,0,0,0
2462,0,1038731,999,[캐쉬] LV1 변태끼있는 토끼,17645,0,399602132,399602142,399602152,399602162,399602172,0,0,0,0,0
2463,0,1038732,999,[캐쉬] LV1 카우보이 얼룩소,17622,0,399602182,399602192,399602202,399602212,399602222,0,0,0,0,0
2464,0,1038733,999,[캐쉬] LV1 내 머리위의 고양이,17622,0,399602232,399602242,399602252,399602262,399602272,0,0,0,0,0
2465,0,1038734,999,[캐쉬] LV1 패셔너블 수탉,17622,0,399602282,399602292,399602302,399602312,399602322,0,0,0,0,0
2466,0,1038735,999,[캐쉬] LV1 팬더 봉제인형 머리,17538,0,399602332,399602342,399602352,399602362,399602372,0,0,0,0,0
2467,0,1038736,999,[캐쉬] LV1 삽질하는 두더지,38707,0,399602382,399602392,399602402,399602412,399602422,399602432,0,0,0,0
2468,0,1038737,999,[캐쉬] LV1 코알라 봉제인형,17538,0,399602452,399602462,399602472,399602482,399602492,0,0,0,0,0
2469,0,1038738,999,[캐쉬] LV1 표범 봉제인형 상의,17538,0,399602562,399602572,399602582,399602592,399602602,0,0,0,0,0
2470,0,1038739,999,[캐쉬] LV1 인디고블루스치마 (용족) 일반,7528,0,393004992,393005002,393005012,393005022,0,0,0,0,0,0
2471,0,1038741,999,[캐쉬] LV1 쉬크 메이드 화이트 모자 (용족) 고급,7613,0,390001852,390001862,390001872,390001882,390001892,0,0,0,0,0
2472,0,1038742,999,[캐쉬] LV1 쉬크 메이드 레드 모자 (용족) 스페셜,7638,0,390001902,390001912,390001922,390001932,390001942,0,0,0,0,0
2473,0,1038840,999,[캐쉬] LV1 초원 위의 형광박쥐(스페셜),38706,0,299603132,299603142,299603152,299603162,299603172,299603182,0,0,0,0
2474,0,1038850,999,[캐쉬] LV1 화원 속의 형광박쥐(스페셜),38706,0,299603192,299603202,299603212,299603222,299603232,299603242,0,0,0,0
2475,0,1038860,999,[캐쉬] LV1 바다 사는 형광박쥐(스페셜),38706,0,299603252,299603262,299603272,299603282,299603292,299603302,0,0,0,0
2476,0,1038870,999,[캐쉬] LV1 구름 뒤의 형광박쥐(스페셜),38706,0,299603312,299603322,299603332,299603342,299603352,299603362,0,0,0,0
2477,0,1038880,999,[캐쉬] LV1 사막 사는 형광박쥐(스페셜),38706,0,299603372,299603382,299603392,299603402,299603412,299603422,0,0,0,0
2478,0,1038890,999,[캐쉬] LV1 저주 나사 인형(스페셜),17645,0,299603432,299603442,299603452,299603462,299603472,0,0,0,0,0
2479,0,1038900,999,[캐쉬] LV1 저주 나사 인형(남),17645,0,299603482,299603492,299603502,299603512,299603522,0,0,0,0,0
2480,0,1038910,999,[캐쉬] LV1 저주 나사 인형(여),17645,0,299603532,299603542,299603552,299603562,299603572,0,0,0,0,0
2481,0,1038920,999,[캐쉬] LV1 할로윈 유령(고급),17622,0,299603582,299603592,299603602,299603612,299603622,0,0,0,0,0
2482,0,1038930,999,[캐쉬] LV1 프랑켄슈타인(고급),17622,0,299603632,299603642,299603652,299603662,299603672,0,0,0,0,0
2483,0,1038940,999,[캐쉬] LV1 초원 위의 형광박쥐(스페셜)_용족,38706,0,399603132,399603142,399603152,399603162,399603172,399603182,0,0,0,0
2484,0,1038950,999,[캐쉬] LV1 화원 속의 형광박쥐(스페셜)_용족,38706,0,399603192,399603202,399603212,399603222,399603232,399603242,0,0,0,0
2485,0,1038960,999,[캐쉬] LV1 바다 사는 형광박쥐(스페셜)_용족,38706,0,399603252,399603262,399603272,399603282,399603292,399603302,0,0,0,0
2486,0,1038970,999,[캐쉬] LV1 구름 뒤의 형광박쥐(스페셜)_용족,38706,0,399603312,399603322,399603332,399603342,399603352,399603362,0,0,0,0
2487,0,1038980,999,[캐쉬] LV1 사막 사는 형광박쥐(스페셜)_용족,38706,0,399603372,399603382,399603392,399603402,399603412,399603422,0,0,0,0
2488,0,1038990,999,[캐쉬] LV1 저주 나사 인형(스페셜)_용족,17645,0,399603432,399603442,399603452,399603462,399603472,0,0,0,0,0
2489,0,1039000,999,[캐쉬] LV1 저주 나사 인형(남)_용족,17645,0,399603482,399603492,399603502,399603512,399603522,0,0,0,0,0
2490,0,1039010,999,[캐쉬] LV1 저주 나사 인형(여)_용족,17645,0,399603532,399603542,399603552,399603562,399603572,0,0,0,0,0
2491,0,1039020,999,[캐쉬] LV1 할로윈 유령(고급)_용족,17622,0,399603582,399603592,399603602,399603612,399603622,0,0,0,0,0
2492,0,1039030,999,[캐쉬] LV1 프랑켄슈타인(고급)_용족,17622,0,399603632,399603642,399603652,399603662,399603672,0,0,0,0,0
2493,0,1039041,999,[캐쉬] LV1 베트남 아오자이(남) 인간(캐쉬)녹,38831,0,299603982,299603992,299604002,299604012,0,0,0,0,0,0
2494,0,1039042,999,[캐쉬] LV1 베트남 아오자이(남) 인간(캐쉬)홍,38831,0,299604022,299604032,299604042,299604052,0,0,0,0,0,0
2495,0,1039043,999,[캐쉬] LV1 베트여 아오자이(여) 인간(캐쉬)녹,38831,0,299604062,299604072,299604082,299604092,0,0,0,0,0,0
2496,0,1039044,999,[캐쉬] LV1 베트여 아오자이(여) 인간(캐쉬)홍,38831,0,299604102,299604112,299604122,299604132,0,0,0,0,0,0
2497,0,1039045,999,[캐쉬] LV1 베트남 아오자이(남) 용족(캐쉬)녹,38831,0,399603982,399603992,399604002,399604012,0,0,0,0,0,0
2498,0,1039046,999,[캐쉬] LV1 베트남 아오자이(남) 용족(캐쉬)홍,38831,0,399604022,399604032,399604042,399604052,0,0,0,0,0,0
2499,0,1039047,999,[캐쉬] LV1 베트여 아오자이(여) 용족(캐쉬)녹,38831,0,399604062,399604072,399604082,399604092,0,0,0,0,0,0
2500,0,1039048,999,[캐쉬] LV1 베트여 아오자이(여) 용족(캐쉬)홍,38831,0,399604102,399604112,399604122,399604132,0,0,0,0,0,0
2501,0,1039049,999,[캐쉬] LV1 [할로윈이벤트] 잭오랜턴 투구 (고급),7612,0,390003462,390003472,390003482,390003492,390003502,0,0,0,0,0
2502,0,1039050,999,[캐쉬] LV1 [할로윈이벤트] 드라큘라 코스튬 (스페셜),7637,0,390003512,390003522,390003532,390003542,390003552,0,0,0,0,0
2503,0,1039051,999,[캐쉬] LV1 [할로윈이벤트] 늑대인간 코스튬 (일반),7665,0,390003562,390003572,390003582,390003592,390003602,0,0,0,0,0
2504,0,1039052,999,[캐쉬] LV1 [할로윈이벤트] 키티캣 코스튬 (일반),7665,0,390003612,390003622,390003632,390003642,390003652,0,0,0,0,0
2505,0,1039053,999,[캐쉬] LV1 [할로윈이벤트] 해골맨 코스튬 (일반),7665,0,390003662,390003672,390003682,390003692,390003702,0,0,0,0,0
2506,0,1039054,999,[캐쉬] LV1 [할로윈이벤트] 데빌맨 코스튬 (일반),7665,0,390003712,390003722,390003732,390003742,390003752,0,0,0,0,0
2507,0,1039055,999,[캐쉬] LV1 [할로윈이벤트] 마녀(할로윈) 코스튬 (고급),7621,0,390003762,390003772,390003782,390003792,390003802,390003812,0,0,0,0
2508,0,1039056,999,[캐쉬] LV1 [할로윈이벤트] 미라 코스튬 (고급),7614,0,390003822,390003832,390003842,390003852,390003862,0,0,0,0,0
2509,0,1039057,999,[캐쉬] LV1 [할로윈이벤트] 사신 코스튬 (고급),7615,0,390003872,390003882,390003892,390003902,390003912,0,0,0,0,0
2510,0,1039058,999,[캐쉬] LV1 [할로윈이벤트] 호박마법사 코스튬 (고급),7612,0,390003922,390003932,390003942,390003952,390003962,0,0,0,0,0
2511,0,1039060,999,[캐쉬] LV1 [용족_크리스마스 코스튬] 크리스마스 트리 요정 (남) (스페셜),17645,0,399604722,399604732,399604742,399604752,399604762,0,0,0,0,0
2512,0,1039061,999,[캐쉬] LV1 [용족_크리스마스 코스튬] 크리스마스 트리 요정 (여) (스페셜),17645,0,399604772,399604782,399604792,399604802,399604812,0,0,0,0,0
2513,0,1039062,999,[캐쉬] LV1 [용족_크리스마스 코스튬] 크리스마스 트리 요정 (공용) (스페셜),17645,0,399604822,399604832,399604842,399604852,399604862,0,0,0,0,0
2514,0,1039065,999,[캐쉬] LV1 [용족_크리스마스 코스튬] 흰눈사이로 추위를 타고 (공용) (고급),17622,0,399604972,399604982,399604992,399605002,399605012,0,0,0,0,0
2515,0,1039066,999,[캐쉬] LV1 [용족_크리스마스 코스튬] 루돌프 토끼 (남) (고급),17622,0,399605022,399605032,399605042,399605052,399605062,0,0,0,0,0
2516,0,1039067,999,[캐쉬] LV1 [용족_크리스마스 코스튬] 루돌프 토끼 (여) (고급),17622,0,399605072,399605082,399605092,399605102,399605112,0,0,0,0,0
2517,0,1039068,999,[캐쉬] LV1 [용족_크리스마스 코스튬] 루돌프 토끼 (공용) (고급),17622,0,399605122,399605132,399605142,399605152,399605162,0,0,0,0,0
2518,0,1039069,999,[캐쉬] LV1 [용족_크리스마스 코스튬] 남극 황제 산타 (공용) (고급),17622,0,399605172,399605182,399605192,399605202,399605212,0,0,0,0,0
2519,0,1039071,999,[캐쉬] LV1 [용족]루돌프세트(신),7665,0,394000592,394000602,394000612,394000622,394000632,0,0,0,0,0
2520,0,1039072,999,[캐쉬] LV1 [용족]트리맨세트(신),7665,0,394000742,394000752,394000762,394000772,394000782,0,0,0,0,0
2521,0,1039073,999,[캐쉬] LV1 [용족](일본)방한용세트(일반),7513,0,393001252,393001262,393001272,393001282,393001292,0,0,0,0,0
2522,0,1039074,999,[캐쉬] LV1 [용족](일본)스키용세트(일반),7510,0,393001302,393001312,393001322,393001332,393001342,0,0,0,0,0
2523,0,1039075,999,[캐쉬] LV1 [용족](일본)DR의 겨울패션남성(일반),7514,0,393001352,393001362,393001372,393001382,0,0,0,0,0,0
2524,0,1039076,999,[캐쉬] LV1 [용족](일본)DR의 겨울패션여성(일반),7515,0,393001392,393001402,393001412,393001422,393001432,0,0,0,0,0
2525,0,1039077,999,[캐쉬] LV1 [용족](일본)월동용세트(일반),7511,0,393001582,393001592,393001602,393001612,393001622,0,0,0,0,0
2526,0,1039078,999,[캐쉬] LV1 [용족](일본)애플그린 캐쥬얼(일반),7523,0,393003792,393003802,393003812,393003822,393003832,0,0,0,0,0
2527,0,1039079,999,[캐쉬] LV1 [용족](일본)명품 월동용(일반),7522,0,393003842,393003852,393003862,393003872,393003882,0,0,0,0,0
2528,0,1039080,999,[캐쉬] LV1 [용족](일본)선수스키용(일반),7518,0,393003942,393003952,393003962,393003972,393003982,0,0,0,0,0
2529,0,1039081,999,[캐쉬] LV1 [용족]크리스마스-곰돌이세트 검정,27634,0,394001012,394001022,394001032,394001042,0,0,0,0,0,0
2530,0,1039082,999,[캐쉬] LV1 [용족]크리스마스-곰돌이세트-갈색,27634,0,394001112,394001122,394001132,394001142,0,0,0,0,0,0
2531,0,1039083,999,[캐쉬] LV1 [용족]크리스마스-곰돌이세트-흰색,27634,0,394001212,394001222,394001232,394001242,0,0,0,0,0,0
2532,0,1039084,999,[캐쉬] LV1 [용족]크리스마스-팽귄세트-하늘색,27637,0,394002012,394002022,394002032,394002042,394002052,0,0,0,0,0
2533,0,1039085,999,[캐쉬] LV1 [용족]크리스마스-팽귄세트-남색,27637,0,394002112,394002122,394002132,394002142,394002152,0,0,0,0,0
2534,0,1039086,999,[캐쉬] LV1 [용족]크리스마스-팽귄세트-핑크,27637,0,394002212,394002222,394002232,394002242,394002252,0,0,0,0,0
2535,0,1039087,999,[캐쉬] LV1 [용족]크리스마스-스노우맨세트,27640,0,394003012,394003022,394003032,394003042,0,0,0,0,0,0
2536,0,1039088,999,[캐쉬] LV1 [용족]크리스마스-눈의여왕 세트(공용),27641,0,394004212,394004222,394004232,394004242,394004252,0,0,0,0,0
2537,0,1039089,999,[캐쉬] LV1 [용족](일본/스페셜) 천사 세트,7662,0,394001382,394001392,394001402,394001412,394001422,394001432,394001442,0,0,0
2538,0,1039090,999,[캐쉬] LV1 [인간_크리스마스 코스튬] 크리스마스 트리 요정 (남) (스페셜),17645,0,299604722,299604732,299604742,299604752,299604762,0,0,0,0,0
2539,0,1039091,999,[캐쉬] LV1 [인간_크리스마스 코스튬] 크리스마스 트리 요정 (여) (스페셜),17645,0,299604772,299604782,299604792,299604802,299604812,0,0,0,0,0
2540,0,1039092,999,[캐쉬] LV1 [인간_크리스마스 코스튬] 크리스마스 트리 요정 (공용) (스페셜),17645,0,299604822,299604832,299604842,299604852,299604862,0,0,0,0,0
2541,0,1039095,999,[캐쉬] LV1 [인간_크리스마스 코스튬] 흰눈사이로 추위를 타고 (공용) (고급),17622,0,299604972,299604982,299604992,299605002,299605012,0,0,0,0,0
2542,0,1039096,999,[캐쉬] LV1 [인간_크리스마스 코스튬] 루돌프 토끼 (남) (고급),17622,0,299605022,299605032,299605042,299605052,299605062,0,0,0,0,0
2543,0,1039097,999,[캐쉬] LV1 [인간_크리스마스 코스튬] 루돌프 토끼 (여) (고급),17622,0,299605072,299605082,299605092,299605102,299605112,0,0,0,0,0
2544,0,1039098,999,[캐쉬] LV1 [인간_크리스마스 코스튬] 루돌프 토끼 (공용) (고급),17622,0,299605122,299605132,299605142,299605152,299605162,0,0,0,0,0
2545,0,1039099,999,[캐쉬] LV1 [인간_크리스마스 코스튬] 남극 황제 산타 (공용) (고급),17622,0,299605172,299605182,299605192,299605202,299605212,0,0,0,0,0
2546,0,1039118,999,[캐쉬] LV1 2주년 검도복(인간 공통),38707,0,291302692,291302702,291302712,291302722,291302732,291302742,0,0,0,0
2547,0,1039119,999,[캐쉬] LV1 2주년 큐티 메이드(인간 공통),17622,0,291302752,291302762,291302772,291302782,291302792,0,0,0,0,0
2548,0,1039120,999,[캐쉬] LV1 2주년 기념 무녀신관(인간 공통),17645,0,291302802,291302812,291302822,291302832,291302842,0,0,0,0,0
2549,0,1039127,999,[캐쉬] LV1 2주년 검도복(용족 공통),38707,0,391302692,391302702,391302712,391302722,391302732,391302742,0,0,0,0
2550,0,1039128,999,[캐쉬] LV1 2주년 큐티 메이드(용족 공통),17622,0,391302752,391302762,391302772,391302782,391302792,0,0,0,0,0
2551,0,1039129,999,[캐쉬] LV1 2주년 기념 무녀신관(용족 공통),17645,0,391302802,391302812,391302822,391302832,391302842,0,0,0,0,0
2552,0,1039130,999,[캐쉬] LV1 방한의 달인 (인간),17645,0,291303102,291303112,291303122,291303132,291303142,0,0,0,0,0
2553,0,1039131,999,[캐쉬] LV1 깜찍호피캐주얼 (인간),17622,0,291303152,291303162,291303172,291303182,291303192,0,0,0,0,0
2554,0,1039132,999,[캐쉬] LV1 쁘띠 에스키모 (인간),17622,0,291303202,291303212,291303222,291303232,291303242,0,0,0,0,0
2555,0,1039133,999,[캐쉬] LV1 멋쟁이니트 그린 (인간),17538,0,291303252,291303262,291303272,291303282,291303292,0,0,0,0,0
2556,0,1039134,999,[캐쉬] LV1 멋쟁이 니트 오렌지 (인간),17538,0,291303302,291303312,291303322,291303332,291303342,0,0,0,0,0
2557,0,1039135,999,[캐쉬] LV1 방울모자 핑크망토 (인간),17538,0,291303352,291303362,291303372,291303382,291303392,0,0,0,0,0
2558,0,1039136,999,[캐쉬] LV1 방울모자 블루망토 (인간),17538,0,291303402,291303412,291303422,291303432,291303442,0,0,0,0,0
2559,0,1039137,999,[캐쉬] LV1 방한의 달인 (용족),17645,0,391303102,391303112,391303122,391303132,391303142,0,0,0,0,0
2560,0,1039138,999,[캐쉬] LV1 깜찍호피캐주얼 (용족),17622,0,391303152,391303162,391303172,391303182,391303192,0,0,0,0,0
2561,0,1039139,999,[캐쉬] LV1 쁘띠 에스키모 (용족),17622,0,391303202,391303212,391303222,391303232,391303242,0,0,0,0,0
2562,0,1039140,999,[캐쉬] LV1 멋쟁이니트 그린 (용족),17538,0,391303252,391303262,391303272,391303282,391303292,0,0,0,0,0
2563,0,1039141,999,[캐쉬] LV1 멋쟁이 니트 오렌지 (용족),17538,0,391303302,391303312,391303322,391303332,391303342,0,0,0,0,0
2564,0,1039142,999,[캐쉬] LV1 방울모자 핑크망토 (용족),17538,0,391303352,391303362,391303372,391303382,391303392,0,0,0,0,0
2565,0,1039143,999,[캐쉬] LV1 방울모자 블루망토 (용족),17538,0,391303402,391303412,391303422,391303432,391303442,0,0,0,0,0
2566,0,1039144,999,[캐쉬] LV1 중국 전통 모자,7534,0,293001022,293001032,293001042,293001052,0,0,0,0,0,0
2567,0,1039145,999,[캐쉬] LV1 중국 전통 머리핀,7534,0,293001062,293001072,293001082,293001092,0,0,0,0,0,0
2568,0,1039146,999,[캐쉬] LV1 도련님 한복 모자,7534,0,293001442,293001452,293001462,293001472,0,0,0,0,0,0
2569,0,1039147,999,[캐쉬] LV1 색동 머리띠,7534,0,293001482,293001492,293001502,293001512,0,0,0,0,0,0
2570,0,1039148,999,[캐쉬] LV1 중국 전통 머리핀(스카이),7534,0,293002142,293002152,293002162,293002172,0,0,0,0,0,0
2571,0,1039149,999,[캐쉬] LV1 중국 전통 머리핀(그린),7534,0,293002182,293002192,293002202,293002212,0,0,0,0,0,0
2572,0,1039150,999,[캐쉬] LV1 중국 전통 머리핀(딥블루),7534,0,293002222,293002232,293002242,293002252,0,0,0,0,0,0
2573,0,1039151,999,[캐쉬] LV1 중국 전통 머리핀(다크),7534,0,293002262,293002272,293002282,293002292,0,0,0,0,0,0
2574,0,1039152,999,[캐쉬] LV1 중국 전통 머리핀(스노우),7534,0,293002302,293002312,293002322,293002332,0,0,0,0,0,0
2575,0,1039154,999,[캐쉬] LV1 중국 전통 모자(용족),7534,0,393001022,393001032,393001042,393001052,0,0,0,0,0,0
2576,0,1039155,999,[캐쉬] LV1 중국 전통 머리핀(용족),7534,0,393001062,393001072,393001082,393001092,0,0,0,0,0,0
2577,0,1039156,999,[캐쉬] LV1 도련님 한복 모자(용족),7534,0,393001442,393001452,393001462,393001472,0,0,0,0,0,0
2578,0,1039157,999,[캐쉬] LV1 색동 머리띠(용족),7534,0,393001482,393001492,393001502,393001512,0,0,0,0,0,0
2579,0,1039158,999,[캐쉬] LV1 중국 전통 머리핀(스카이)(용족),7534,0,393002142,393002152,393002162,393002172,0,0,0,0,0,0
2580,0,1039159,999,[캐쉬] LV1 중국 전통 머리핀(그린)(용족),7534,0,393002182,393002192,393002202,393002212,0,0,0,0,0,0
2581,0,1039160,999,[캐쉬] LV1 중국 전통 머리핀(딥블루)(용족),7534,0,393002222,393002232,393002242,393002252,0,0,0,0,0,0
2582,0,1039161,999,[캐쉬] LV1 중국 전통 머리핀(다크)(용족),7534,0,393002262,393002272,393002282,393002292,0,0,0,0,0,0
2583,0,1039162,999,[캐쉬] LV1 중국 전통 머리핀(스노우)(용족),7534,0,393002302,393002312,393002322,393002332,0,0,0,0,0,0
2584,0,1039163,999,[캐쉬] LV1 중국 전통 머리핀(핑크)(용족),7534,0,393002342,393002352,393002362,393002372,0,0,0,0,0,0
2585,0,1039167,999,[캐쉬] LV1 (일본)깜짝 곰돌이(일반),7526,0,393001152,393001162,393001172,393001182,393001192,0,0,0,0,0
2586,0,1039168,999,[캐쉬] LV1 (일본/고급)봉제 곰돌이 코스튬 세트,7617,0,393001102,393001112,393001122,393001132,393001142,0,0,0,0,0
2587,0,1039169,999,[캐쉬] LV1 (일본)헌팅 세트(일반),7512,0,393001202,393001212,393001222,393001232,393001242,0,0,0,0,0
2588,0,1039170,999,[캐쉬] LV1 (일본)땡땡이세트(일반),7516,0,393001632,393001642,393001652,393001662,393001672,0,0,0,0,0
2589,0,1039171,999,[캐쉬] LV1 (일본)DR의 겨울패션세트_남,7537,0,393003752,393003762,393003772,393003782,0,0,0,0,0,0
2590,0,1039172,999,[캐쉬] LV1 (일본)로맨틱고스세트(레어),7519,0,393004802,393004812,393004822,393004832,393004842,0,0,0,0,0
2591,0,1039173,999,[캐쉬] LV1 (일본/스페샬)화이트 예장 치마,7610,0,393004902,393004912,393004922,393004932,0,0,0,0,0,0
2592,0,1039174,999,[캐쉬] LV1 (일본)블루 쉬즈 스타일_여,7531,0,393005092,393005102,393005112,393005122,0,0,0,0,0,0
2593,0,1039175,999,[캐쉬] LV1 (일본)노란 팝룩_남,7533,0,393005242,393005252,393005262,393005272,0,0,0,0,0,0
2594,0,1039176,999,[캐쉬] LV1 (일본)그린 쉬즈 스타일_여,7534,0,393005282,393005292,393005302,393005312,0,0,0,0,0,0
2595,0,1039177,999,[캐쉬] LV1 투톤와플캡 세트,7534,0,393004262,393004272,393004282,393004292,0,0,0,0,0,0
2596,0,1039178,999,[캐쉬] LV1 투톤와플캡 세트,7534,0,293004262,293004272,293004282,293004292,0,0,0,0,0,0
2597,0,1039189,999,[캐쉬] LV1 꽃의 왕 세트[인간],38706,0,299606372,299606382,299606392,299606402,299606412,299606422,0,0,0,0
2598,0,1039190,999,[캐쉬] LV1 꽃의 여왕 세트[인간],38706,0,299606432,299606442,299606452,299606462,299606472,299606482,0,0,0,0
2599,0,1039191,999,[캐쉬] LV1 부활절의 토끼 신사 세트,7617,0,299606492,299606502,299606512,299606522,299606532,0,0,0,0,0
2600,0,1039192,999,[캐쉬] LV1 공립 교복 블랙 세트[인간_남],17619,0,299606542,299606552,299606562,299606572,0,0,0,0,0,0
2601,0,1039193,999,[캐쉬] LV1 공립 교복 블랙 세트[인간_여],17619,0,299606582,299606592,299606602,299606612,0,0,0,0,0,0
2602,0,1039194,999,[캐쉬] LV1 공립 교복 블루 세트[인간_남],7606,0,299606622,299606632,299606642,299606652,0,0,0,0,0,0
2603,0,1039195,999,[캐쉬] LV1 공립 교복 블루 세트[인간_여],7606,0,299606662,299606672,299606682,299606692,0,0,0,0,0,0
2604,0,1039196,999,[캐쉬] LV1 공립 교복 화이트 세트[인간_남],17619,0,299606702,299606712,299606722,299606732,0,0,0,0,0,0
2605,0,1039197,999,[캐쉬] LV1 공립 교복 화이트 세트[인간_여],17619,0,299606742,299606752,299606762,299606772,0,0,0,0,0,0
2606,0,1039198,999,[캐쉬] LV1 사립 교복 레드 세트[인간_남],17619,0,299606782,299606792,299606802,299606812,0,0,0,0,0,0
2607,0,1039199,999,[캐쉬] LV1 사립 교복 레드 세트[인간_여],17619,0,299606822,299606832,299606842,299606852,0,0,0,0,0,0
2608,0,1039200,999,[캐쉬] LV1 사립 교복 그린 세트[인간_남],7606,0,299606862,299606872,299606882,299606892,0,0,0,0,0,0
2609,0,1039201,999,[캐쉬] LV1 사립 교복 그린 세트[인간_여],7606,0,299606902,299606912,299606922,299606932,0,0,0,0,0,0
2610,0,1039202,999,[캐쉬] LV1 사립 교복 옐로 세트[인간_남],7606,0,299606942,299606952,299606962,299606972,0,0,0,0,0,0
2611,0,1039203,999,[캐쉬] LV1 사립 교복 옐로 세트[인간_여],7606,0,299606982,299606992,299607002,299607012,0,0,0,0,0,0
2612,0,1039204,999,[캐쉬] LV1 노랑이 꼬꼬마 나들이복 세트[인간],17538,0,299607022,299607032,299607042,299607052,299607062,0,0,0,0,0
2613,0,1039205,999,[캐쉬] LV1 빨강이 꼬꼬마 나들이복 세트[인간],17538,0,299607072,299607082,299607092,299607102,299607112,0,0,0,0,0
2614,0,1039206,999,[캐쉬] LV1 파랑이 꼬꼬마 나들이복 세트[인간],17538,0,299607122,299607132,299607142,299607152,299607162,0,0,0,0,0
2615,0,1039207,999,[캐쉬] LV1 꽃의 왕 세트[용족],38706,0,399606372,399606382,399606392,399606402,399606412,399606422,0,0,0,0
2616,0,1039208,999,[캐쉬] LV1 꽃의 여왕 세트[용족],38706,0,399606432,399606442,399606452,399606462,399606472,399606482,0,0,0,0
2617,0,1039209,999,[캐쉬] LV1 부활절의 토끼 신사 세트,7617,0,399606492,399606502,399606512,399606522,399606532,0,0,0,0,0
2618,0,1039210,999,[캐쉬] LV1 공립 교복 블랙 세트[용족_남],17619,0,399606542,399606552,399606562,399606572,0,0,0,0,0,0
2619,0,1039211,999,[캐쉬] LV1 공립 교복 블랙 세트[용족_여],17619,0,399606582,399606592,399606602,399606612,0,0,0,0,0,0
2620,0,1039212,999,[캐쉬] LV1 공립 교복 블루 세트[용족_남],7606,0,399606622,399606632,399606642,399606652,0,0,0,0,0,0
2621,0,1039213,999,[캐쉬] LV1 공립 교복 블루 세트[용족_여],7606,0,399606662,399606672,399606682,399606692,0,0,0,0,0,0
2622,0,1039214,999,[캐쉬] LV1 공립 교복 화이트 세트[용족_남],17619,0,399606702,399606712,399606722,399606732,0,0,0,0,0,0
2623,0,1039215,999,[캐쉬] LV1 공립 교복 화이트 세트[용족_여],17619,0,399606742,399606752,399606762,399606772,0,0,0,0,0,0
2624,0,1039216,999,[캐쉬] LV1 사립 교복 레드 세트[용족_남],17619,0,399606782,399606792,399606802,399606812,0,0,0,0,0,0
2625,0,1039217,999,[캐쉬] LV1 사립 교복 레드 세트[용족_여],17619,0,399606822,399606832,399606842,399606852,0,0,0,0,0,0
2626,0,1039218,999,[캐쉬] LV1 사립 교복 그린 세트[용족_남],7606,0,399606862,399606872,399606882,399606892,0,0,0,0,0,0
2627,0,1039219,999,[캐쉬] LV1 사립 교복 그린 세트[용족_여],7606,0,399606902,399606912,399606922,399606932,0,0,0,0,0,0
2628,0,1039220,999,[캐쉬] LV1 사립 교복 옐로 세트[용족_남],7606,0,399606942,399606952,399606962,399606972,0,0,0,0,0,0
2629,0,1039221,999,[캐쉬] LV1 사립 교복 옐로 세트[용족_여],7606,0,399606982,399606992,399607002,399607012,0,0,0,0,0,0
2630,0,1039222,999,[캐쉬] LV1 노랑이 꼬꼬마 나들이복 세트[용족],17538,0,399607022,399607032,399607042,399607052,399607062,0,0,0,0,0
2631,0,1039223,999,[캐쉬] LV1 빨강이 꼬꼬마 나들이복 세트[용족],17538,0,399607072,399607082,399607092,399607102,399607112,0,0,0,0,0
2632,0,1039224,999,[캐쉬] LV1 파랑이 꼬꼬마 나들이복 세트[용족],17538,0,399607122,399607132,399607142,399607152,399607162,0,0,0,0,0
2633,0,1039225,999,[캐쉬] LV1 꽃의 지배자 세트[공용_인간],38706,0,299607172,299607182,299607192,299607202,299607212,299607222,0,0,0,0
2634,0,1039226,999,[캐쉬] LV1 꽃의 지배자 세트[공용_용족],38706,0,399607172,399607182,399607192,399607202,399607212,399607222,0,0,0,0
