IDX,Memo,BagNo,MonNo01,MonNo02,MonNo03,MonNo04,MonNo05,MonNo06,MonNo07,MonNo08,MonNo09,MonNo10
8661,카오스드래곤 계곡 보너스 1카쿠스                                                                                  ,996817253,3900370,0,0,0,0,0,0,0,0,0
8663,카오스드래곤 계곡 보너스 1무찌                                                                                   ,996817254,3529010,0,0,0,0,0,0,0,0,0
8665,카오스드래곤 계곡 보너스 1순찰자 무찌                                                                               ,996817255,3529210,0,0,0,0,0,0,0,0,0
8667,카오스드래곤 계곡 보너스 1대장 토투                                                                                ,996817256,3527810,0,0,0,0,0,0,0,0,0
8669,카오스세상의 끝 보너스 1데빌링                                                                                   ,996817257,3540170,0,0,0,0,0,0,0,0,0
8671,카오스세상의 끝 보너스 1블러드 카라차                                                                               ,996817258,3526111,0,0,0,0,0,0,0,0,0
8673,카오스세상의 끝 보너스 1가시 카라차                                                                                ,996817259,3526210,0,0,0,0,0,0,0,0,0
8675,카오스세상의 끝 보너스 1프록시마                                                                                  ,996817260,4601470,0,0,0,0,0,0,0,0,0
8677,카오스세상의 끝 보너스 1복수의 정령                                                                                ,996817261,3530318,0,0,0,0,0,0,0,0,0
8679,카오스세상의 끝 보너스 1악마 감시자                                                                                ,996817262,3540670,0,0,0,0,0,0,0,0,0
8681,카오스세상의 끝 보너스 1케로베로스                                                                                 ,996817263,4541071,0,0,0,0,0,0,0,0,0
8683,미션샬바론 보너스 1 콘 포치                                                                                    ,996817264,3521401,0,0,0,0,0,0,0,0,0
8685,미션샬바론 보너스 1 브러쉬 포치                                                                                  ,996817265,3521501,0,0,0,0,0,0,0,0,0
8687,미션샬바론 보너스 1 용꽃 포치                                                                                   ,996817266,3521601,0,0,0,0,0,0,0,0,0
8689,미션샬바론 보너스 1 가시 옵큘링                                                                                  ,996817267,3522201,0,0,0,0,0,0,0,0,0
8691,미션샬바론 보너스 1 옵큘링                                                                                     ,996817268,3522001,0,0,0,0,0,0,0,0,0
8693,미션샬바론 보너스 1샤드론                                                                                      ,996817269,3522801,0,0,0,0,0,0,0,0,0
8695,미션라미에타 보너스 1붉은 쿰바                                                                                   ,996817270,3523101,0,0,0,0,0,0,0,0,0
8697,미션라미에타 보너스 1위치 옵큘링                                                                                  ,996817271,3522301,0,0,0,0,0,0,0,0,0
8699,미션라미에타 보너스 1허니 쿰바                                                                                   ,996817272,3523201,0,0,0,0,0,0,0,0,0
8701,미션라미에타 보너스 1낙엽 프링                                                                                   ,996817273,3528110,0,0,0,0,0,0,0,0,0
8703,미션라미에타 보너스 1검은 프링                                                                                   ,996817274,3528311,0,0,0,0,0,0,0,0,0
8705,미션라미에타 보너스 1우두머리 바포                                                                                 ,996817275,3524801,0,0,0,0,0,0,0,0,0
8707,미션솔방울 언덕 보너스 1나무거미                                                                                  ,996817276,6064146,0,0,0,0,0,0,0,0,0
8709,미션솔방울 언덕 보너스 1나무 날 다람쥐                                                                              ,996817277,6063244,0,0,0,0,0,0,0,0,0
8711,미션솔방울 언덕 보너스 1토트                                                                                    ,996817278,6602201,0,0,0,0,0,0,0,0,0
8713,미션솔방울 언덕 보너스 1아그니                                                                                   ,996817279,6062146,0,0,0,0,0,0,0,0,0
8715,미션솔방울 언덕 보너스 1날 다람쥐                                                                                 ,996817280,6063144,0,0,0,0,0,0,0,0,0
8717,미션솔방울 언덕 보너스 1난폭한 나무꾼                                                                               ,996817281,6017145,0,0,0,0,0,0,0,0,0
8719,미션신들의 안식처 보너스 1푸카 쵸피                                                                                ,996817282,6032150,0,0,0,0,0,0,0,0,0
8721,미션신들의 안식처 보너스 1개굴맹이                                                                                 ,996817283,6028141,0,0,0,0,0,0,0,0,0
8723,미션신들의 안식처 보너스 1켄타                                                                                   ,996817284,6104148,0,0,0,0,0,0,0,0,0
8725,미션신들의 안식처 보너스 1물갈퀴일족 일꾼                                                                             ,996817285,6049144,0,0,0,0,0,0,0,0,0
8727,미션신들의 안식처 보너스 1프록시마                                                                                 ,996817286,6600455,0,0,0,0,0,0,0,0,0
8729,미션신들의 안식처 보너스 1반디 정찰병                                                                               ,996817287,6044240,0,0,0,0,0,0,0,0,0
8731,미션잊혀진 마을 보너스 1씨 악마 꽃                                                                                ,996817288,6202051,0,0,0,0,0,0,0,0,0
8733,미션잊혀진 마을 보너스 1애벌레                                                                                   ,996817289,6040121,0,0,0,0,0,0,0,0,0
8735,미션잊혀진 마을 보너스 1펑프                                                                                    ,996817290,6024131,0,0,0,0,0,0,0,0,0
8737,미션잊혀진 마을 보너스 1드라이어드                                                                                 ,996817291,6031151,0,0,0,0,0,0,0,0,0
8739,미션잊혀진 마을 보너스 1미미르                                                                                   ,996817292,6052124,0,0,0,0,0,0,0,0,0
8741,미션잊혀진 마을 보너스 1화난 푸카 쵸피                                                                              ,996817293,6032851,0,0,0,0,0,0,0,0,0
8743,미션잠자는 마을 보너스 1나방                                                                                    ,996817294,6045158,0,0,0,0,0,0,0,0,0
8745,미션잠자는 마을 보너스 1포키                                                                                    ,996817295,6025351,0,0,0,0,0,0,0,0,0
8747,미션잠자는 마을 보너스 1미미르                                                                                   ,996817296,6052124,0,0,0,0,0,0,0,0,0
8749,미션잠자는 마을 보너스 1씨 악마 꽃 정찰병 데데                                                                         ,996817297,6019458,0,0,0,0,0,0,0,0,0
8751,미션잠자는 마을 보너스 1사마귀                                                                                   ,996817298,6038145,0,0,0,0,0,0,0,0,0
8753,미션잠자는 마을 보너스 1바니르                                                                                   ,996817299,6600601,0,0,0,0,0,0,0,0,0
8755,미션유혹의 설원 보너스 1푸카 쵸피                                                                                 ,996817300,6032150,0,0,0,0,0,0,0,0,0
8757,미션유혹의 설원 보너스 1펜리르                                                                                   ,996817301,6600701,0,0,0,0,0,0,0,0,0
8759,미션유혹의 설원 보너스 1전사 자드                                                                                 ,996817302,6020256,0,0,0,0,0,0,0,0,0
8761,미션유혹의 설원 보너스 1투아 메를로                                                                                ,996817303,6051256,0,0,0,0,0,0,0,0,0
8763,미션유혹의 설원 보너스 1스파쥬민 골렘                                                                               ,996817304,6041156,0,0,0,0,0,0,0,0,0
8765,미션얼음협곡 보너스 1일곱 난쟁이 첫째                                                                               ,996817305,6046153,0,0,0,0,0,0,0,0,0
8767,미션얼음협곡 보너스 1개굴맹이                                                                                    ,996817306,6028141,0,0,0,0,0,0,0,0,0
8769,미션얼음협곡 보너스 1투아 메를로                                                                                  ,996817307,6051256,0,0,0,0,0,0,0,0,0
8771,미션얼음협곡 보너스 1예티                                                                                      ,996817308,6054152,0,0,0,0,0,0,0,0,0
8773,미션얼음협곡 보너스 1안드바리                                                                                    ,996817309,6600801,0,0,0,0,0,0,0,0,0
8775,미션바티카 구릉 보너스 1바티칸 용군단 투척병                                                                           ,996817310,3400655,0,0,0,0,0,0,0,0,0
8777,미션바티카 구릉 보너스 1구릉 놀 보초병                                                                              ,996817311,3400755,0,0,0,0,0,0,0,0,0
8779,미션바티카 구릉 보너스 1구릉 맘모스                                                                                ,996817312,3401355,0,0,0,0,0,0,0,0,0
8781,미션바티카 구릉 보너스 1바티칸 용군단 정찰병                                                                           ,996817313,3400456,0,0,0,0,0,0,0,0,0
8783,미션바티카 구릉 보너스 1바티칸 용군단 길잡이                                                                           ,996817314,3400555,0,0,0,0,0,0,0,0,0
8785,미션하얀추적자 언덕 보너스1서리늑대                                                                                 ,996817315,4014161,0,0,0,0,0,0,0,0,0
8787,미션하얀추적자 언덕 보너스1펜리르                                                                                  ,996817316,4016162,0,0,0,0,0,0,0,0,0
8789,미션하얀추적자 언덕 보너스1아이키                                                                                  ,996817317,4021163,0,0,0,0,0,0,0,0,0
8791,미션하얀추적자 언덕 보너스1셀릭                                                                                   ,996817318,4015162,0,0,0,0,0,0,0,0,0
8793,미션하얀추적자 언덕 보너스1얼음슬라임                                                                                ,996817319,4012163,0,0,0,0,0,0,0,0,0
8795,미션하얀추적자 언덕 보너스1얼음 사마귀                                                                               ,996817320,4018165,0,0,0,0,0,0,0,0,0
8797,미션영혼의 안식처 보너스 1얼음정령 보초                                                                              ,996817321,4024163,0,0,0,0,0,0,0,0,0
8799,미션영혼의 안식처 보너스 1스노우 위쳐                                                                               ,996817322,4022163,0,0,0,0,0,0,0,0,0
8801,미션영혼의 안식처 보너스 1서리괴물                                                                                 ,996817323,4011162,0,0,0,0,0,0,0,0,0
8803,미션영혼의 안식처 보너스 1디어 울프                                                                                ,996817324,4023163,0,0,0,0,0,0,0,0,0
8805,미션영혼의 안식처 보너스 1방황하는 유니콘                                                                             ,996817325,4025100,0,0,0,0,0,0,0,0,0
8807,미션영혼의 안식처 보너스 1스노우 프린세스                                                                             ,996817326,4028166,0,0,0,0,0,0,0,0,0
8809,미션살얼음 고개 보너스 1살얼음 고개 냉기 동동                                                                          ,996817327,4044466,0,0,0,0,0,0,0,0,0
8811,미션살얼음 고개 보너스 1살얼음 고개 아이스 퀘이커                                                                        ,996817328,4041466,0,0,0,0,0,0,0,0,0
8813,미션살얼음 고개 보너스 1살얼음 고개 벌레                                                                             ,996817329,4042466,0,0,0,0,0,0,0,0,0
8815,미션살얼음 고개 보너스 1살얼음 고개 고블린 붐버                                                                         ,996817330,4045466,0,0,0,0,0,0,0,0,0
8817,미션살얼음 고개 보너스 1하늘산 지배자                                                                               ,996817331,4048170,0,0,0,0,0,0,0,0,0
8819,미션살얼음 고개 보너스 1살얼음 고개 냉기 호랑이                                                                         ,996817332,4043466,0,0,0,0,0,0,0,0,0
8821,미션곰발톱 광산 보너스 1스노링                                                                                   ,996817333,4031164,0,0,0,0,0,0,0,0,0
8823,미션곰발톱 광산 보너스 1서리 백곰                                                                                 ,996817334,4035164,0,0,0,0,0,0,0,0,0
8825,미션곰발톱 광산 보너스 1겨울 놀 보초병                                                                              ,996817335,4032165,0,0,0,0,0,0,0,0,0
8827,미션곰발톱 광산 보너스 1스노우 라미아                                                                               ,996817336,4033164,0,0,0,0,0,0,0,0,0
8829,미션곰발톱 광산 보너스 1빅토르                                                                                   ,996817337,4038167,0,0,0,0,0,0,0,0,0
8831,미션곰발톱 광산 보너스 1새끼 백호                                                                                 ,996817338,4034164,0,0,0,0,0,0,0,0,0
8833,미션드래곤 계곡 보너스 1디솔레이터                                                                                 ,996817339,4900170,0,0,0,0,0,0,0,0,0
8835,미션드래곤 계곡 보너스 1바르곤족 주술사                                                                              ,996817340,4043970,0,0,0,0,0,0,0,0,0
8837,미션드래곤 계곡 보너스 1카쿠스                                                                                   ,996817341,3900370,0,0,0,0,0,0,0,0,0
8839,미션드래곤 계곡 보너스 1무찌                                                                                    ,996817342,3529010,0,0,0,0,0,0,0,0,0
8841,미션드래곤 계곡 보너스 1순찰자 무찌                                                                                ,996817343,3529210,0,0,0,0,0,0,0,0,0
8843,미션드래곤 계곡 보너스 1대장 토투                                                                                 ,996817344,3527810,0,0,0,0,0,0,0,0,0
8845,미션세상의 끝 보너스 1데빌링                                                                                    ,996817345,3540170,0,0,0,0,0,0,0,0,0
8847,미션세상의 끝 보너스 1블러드 카라차                                                                                ,996817346,3526111,0,0,0,0,0,0,0,0,0
8849,미션세상의 끝 보너스 1가시 카라차                                                                                 ,996817347,3526210,0,0,0,0,0,0,0,0,0
8851,미션세상의 끝 보너스 1프록시마                                                                                   ,996817348,4601470,0,0,0,0,0,0,0,0,0
8853,미션세상의 끝 보너스 1복수의 정령                                                                                 ,996817349,3530318,0,0,0,0,0,0,0,0,0
8855,미션세상의 끝 보너스 1악마 감시자                                                                                 ,996817350,3540670,0,0,0,0,0,0,0,0,0
8857,미션세상의 끝 보너스 1케로베로스                                                                                  ,996817351,4541071,0,0,0,0,0,0,0,0,0
6786,카드병정 1 레벨1                                                                                          ,996902101,6902101,0,0,0,0,0,0,0,0,0
6787,카드병정 2 레벨1                                                                                          ,996902201,6902201,0,0,0,0,0,0,0,0,0
6788,카드병정 3 레벨1                                                                                          ,996902301,6902301,0,0,0,0,0,0,0,0,0
6789,카드병정 4 레벨1                                                                                          ,996902401,6902401,0,0,0,0,0,0,0,0,0
6790,카드병정 5 레벨1                                                                                          ,996902501,6902501,0,0,0,0,0,0,0,0,0
6791,카드병정 6 레벨1                                                                                          ,996902601,6902601,0,0,0,0,0,0,0,0,0
6792,체셔 고양이 레벨1                                                                                          ,996902701,6902701,0,0,0,0,0,0,0,0,0
6793,쌍둥이  레벨1                                                                                            ,996902801,6902801,0,0,0,0,0,0,0,0,0
6794,계란맨  레벨1                                                                                            ,996902901,6902901,0,0,0,0,0,0,0,0,0
6795,애벌래  레벨1                                                                                            ,996903001,6903001,0,0,0,0,0,0,0,0,0
6796,개구리  레벨1                                                                                            ,996903101,6903101,0,0,0,0,0,0,0,0,0
6797,생쥐  레벨1                                                                                             ,996903201,6903201,0,0,0,0,0,0,0,0,0
6798,모자장수  레벨1                                                                                           ,996903301,6903301,0,0,0,0,0,0,0,0,0
6799,(정예)근위병 J  레벨1                                                                                      ,996903401,6903401,0,0,0,0,0,0,0,0,0
6800,(정예)근위병 Q  레벨1                                                                                      ,996903501,6903501,0,0,0,0,0,0,0,0,0
6801,(정예)근위병 K  레벨1                                                                                      ,996903601,6903601,0,0,0,0,0,0,0,0,0
10178,하트퀸 (보스)  레벨                                                                                        ,996903701,6903701,0,0,0,0,0,0,0,0,0
9411,[자연정령]_반디 셋트 AUTO LV                                                                                ,997234100,7234100,7234200,7234300,0,0,0,0,0,0,0
9412,[자연정령]_물갈퀴일족 셋트 AUTO LV                                                                             ,997234400,7234400,7234500,7234600,0,0,0,0,0,0,0
9413,[자연정령]_투아 셋트 AUTO LV                                                                                ,997234700,7234700,7234800,7234900,0,0,0,0,0,0,0
9414,[자연정령]_미미르 셋트 AUTO LV                                                                               ,997235000,7235000,7235100,7235200,0,0,0,0,0,0,0
9415,[자연정령]_애퍼타이트 골렘 AUTO LV                                                                             ,997235300,7235300,0,0,0,0,0,0,0,0,0
9416,[자연정령]_카르카로스 AUTO LV                                                                                ,997235400,7235400,0,0,0,0,0,0,0,0,0
9417,[자연정령]_나무꾼 버나언 AUTO LV                                                                              ,997235500,7235500,0,0,0,0,0,0,0,0,0
9418,[자연정령]_메타곤 AUTO LV                                                                                  ,997235600,7235600,0,0,0,0,0,0,0,0,0
9419,[자연정령]_위습 AUTO LV                                                                                   ,997235700,7235700,0,0,0,0,0,0,0,0,0
9420,[자연정령]_라곤주니어 AUTO LV                                                                                ,997235800,7235800,0,0,0,0,0,0,0,0,0
9421,[자연정령]_오염된 나무(그렘린소환) AUTO LV                                                                        ,997235900,7235900,0,0,0,0,0,0,0,0,0
9422,[자연정령]_미스티올름 AUTO LV                                                                                ,997236000,7236000,0,0,0,0,0,0,0,0,0
9423,[자연정령]_그램린 AUTO LV                                                                                  ,997236100,7236100,0,0,0,0,0,0,0,0,0
9747,[자연정령]_그램린 AUTO LV추가 상급                                                                             ,997236110,7236110,0,0,0,0,0,0,0,0,0
9424,[자연정령]_뿌리정령 AUTO LV                                                                                 ,997236200,7236200,0,0,0,0,0,0,0,0,0
9425,[자연정령]_라곤 AUTO LV                                                                                   ,997236300,7236300,0,0,0,0,0,0,0,0,0
9426,[자연정령]_오염정령 AUTO LV                                                                                 ,997236400,7236400,0,0,0,0,0,0,0,0,0
9427,[자연정령]_룬포 AUTO LV                                                                                   ,997236500,7236500,0,0,0,0,0,0,0,0,0
9428,[자연정령]_아라 AUTO LV                                                                                   ,997236600,7236600,0,0,0,0,0,0,0,0,0
9429,[자연정령]_바유 AUTO LV                                                                                   ,997236700,7236700,0,0,0,0,0,0,0,0,0
9430,[자연정령]_크레타 AUTO LV                                                                                  ,997236800,7236800,0,0,0,0,0,0,0,0,0
9431,[자연정령]_토템 폴 AUTO LV                                                                                 ,997236900,7236900,0,0,0,0,0,0,0,0,0
9432,[자연정령]_리라프 AUTO LV                                                                                  ,997237000,7237000,0,0,0,0,0,0,0,0,0
9433,[자연정령]_아르카 AUTO LV_1구간 정예                                                                           ,997237100,7237100,0,0,0,0,0,0,0,0,0
9434,[자연정령]_벌룬 AUTO LV_1구간 정예                                                                            ,997237200,7237200,0,0,0,0,0,0,0,0,0
9435,[자연정령]_아그니스 AUTO LV(이전밸런스 14019162)_2구간 정예                                                          ,997237300,7237300,0,0,0,0,0,0,0,0,0
9436,[자연정령]_독나무정령  AUTO LV_3구간 정예                                                                        ,997237400,7237400,0,0,0,0,0,0,0,0,0
9637,[자연정령]_독나무정령  AUTO LV_3구간 보스방 강화                                                                    ,997237405,7261400,0,0,0,0,0,0,0,0,0
9437,[자연정령]_가시나무정령 AUTO LV_1구간 정예                                                                        ,997237500,7237500,0,0,0,0,0,0,0,0,0
9638,[자연정령]_가시나무정령 AUTO LV_1구간 보스방 강화                                                                    ,997237505,7261500,0,0,0,0,0,0,0,0,0
9438,[자연정령]_썩은나무정령 AUTO LV_2구간 정예                                                                        ,997237600,7237600,0,0,0,0,0,0,0,0,0
9636,[자연정령]_썩은나무정령 AUTO LV_2구간보스방 강화                                                                     ,997237605,7261300,0,0,0,0,0,0,0,0,0
9439,[자연정령]_신록의 숲 보스 리바이어스 AUTO LV_3구간 보스                                                                ,997237700,7237700,0,0,0,0,0,0,0,0,0
9440,[냉기정령]_복어셋트 AUTO LV                                                                                 ,997237800,7237800,7237900,7238000,0,0,0,0,0,0,0
9441,[냉기정령]_하마셋트 AUTO LV                                                                                 ,997238100,7238100,7238200,7238300,0,0,0,0,0,0,0
9442,[냉기정령]_골렘셋트 AUTO LV                                                                                 ,997238400,7238400,7238500,7238600,0,0,0,0,0,0,0
9443,[냉기정령]_다일셋트 AUTO LV                                                                                 ,997238700,7238700,7238800,7238900,0,0,0,0,0,0,0
9444,[냉기정령]_자드셋트 AUTO LV                                                                                 ,997239000,7239000,7239100,7239200,0,0,0,0,0,0,0
9445,[냉기정령]_서리 벌레셋트 AUTO LV                                                                              ,997239300,7239300,7239400,7239500,0,0,0,0,0,0,0
9446,[냉기정령]_서리 동동셋트 AUTO LV                                                                              ,997239600,7239600,7239700,7239800,0,0,0,0,0,0,0
9447,[냉기정령]_아이스 고블린셋트AUTO LV                                                                             ,997239900,7239900,7240000,7240100,0,0,0,0,0,0,0
9448,[냉기정령]_예티셋트 AUTO LV                                                                                 ,997240200,7240200,7240300,7240400,0,0,0,0,0,0,0
9449,[냉기정령]_겨울 놀 셋트 AUTO LV                                                                              ,997240500,7240500,7240600,7240700,0,0,0,0,0,0,0
9450,[냉기정령]_프리징 셀릭셋트AUTO LV                                                                              ,997240800,7240800,7240900,7241000,0,0,0,0,0,0,0
9451,[냉기정령]_얼음 슬라임셋트 AUTO LV                                                                             ,997241100,7241100,7241200,7241300,0,0,0,0,0,0,0
9452,[냉기정령]_서리 골렘 AUTO LV                                                                                ,997241400,7241400,7241500,7241600,0,0,0,0,0,0,0
9453,[냉기정령]_얼음정령셋트 AUTO LV                                                                               ,997241700,7241700,7241800,7241900,0,0,0,0,0,0,0
9454,[냉기정령]_(디펜스)스피넬 골렘(정예) AUTO LV_1구간 정예                                                               ,997242000,7242000,0,0,0,0,0,0,0,0,0
9627,[냉기정령]_(디펜스)스피넬 골렘(정예)보스방 강화                                                                        ,997242005,7260400,0,0,0,0,0,0,0,0,0
9455,[냉기정령]_안드바리 AUTO LV LV_1구간 정예                                                                       ,997242100,7242100,0,0,0,0,0,0,0,0,0
9456,[냉기정령]_얼음 사마귀 AUTO LV_2구간 정예                                                                        ,997242200,7242200,0,0,0,0,0,0,0,0,0
9626,[냉기정령]_얼음 사마귀 AUTO LV_2구간 보스방 강화                                                                    ,997242205,7260300,0,0,0,0,0,0,0,0,0
9457,[냉기정령]_아이스 퀘이커 AUTO LV_2구간 정예                                                                       ,997242300,7242300,0,0,0,0,0,0,0,0,0
9458,[냉기정령]_라미아 워리어 AUTO LV_3구간 정예                                                                       ,997242400,7242400,0,0,0,0,0,0,0,0,0
9459,[냉기정령]_엔다이론 AUTO LV_1구간 보스                                                                          ,997242500,7242500,0,0,0,0,0,0,0,0,0
9460,[냉기정령]_스노우 프린세스 AUTO LV_2구간 보스                                                                      ,997242600,7242600,0,0,0,0,0,0,0,0,0
9461,[냉기정령]_아그니스 AUTO LV_3구간 보스                                                                          ,997242700,7242700,0,0,0,0,0,0,0,0,0
9625,[냉기정령]_아그니스 AUTO LV_3구간 보스방 강화                                                                      ,997242705,7260200,0,0,0,0,0,0,0,0,0
9462,[냉기정령]_정령 아비스 AUTO LV_3구간 보스                                                                        ,997242800,7242800,0,0,0,0,0,0,0,0,0
9463,[냉기정령]_샤울라 레사스 AUTO LV                                                                              ,997242900,7242900,0,0,0,0,0,0,0,0,0
9744,[냉기정령]_샤울라 레사스 AUTO LV -추가 상급                                                                       ,997242910,7242910,0,0,0,0,0,0,0,0,0
9464,[냉기정령]_스노우 퀘이커 셋트AUTO LV                                                                            ,997243000,7243000,7243100,0,0,0,0,0,0,0,0
9465,[냉기정령]_설원 펜리르셋트 AUTO LV                                                                             ,997243200,7243200,7243300,7243400,0,0,0,0,0,0,0
9603,[자연정령]_오염된 나무(윙윙소환) AUTO LV                                                                         ,997243500,7243500,0,0,0,0,0,0,0,0,0
9604,[냉기정령]_보스전 소환용 스노우 프린세스 팩                                                                           ,997243600,7243600,7243700,7243800,0,0,0,0,0,0,0
9466,[화염정령]_레드 동동_ AUTO LV                                                                               ,997250000,7250000,0,0,0,0,0,0,0,0,0
9467,[화염정령]_오크셔셋트_ AUTO LV                                                                               ,997250100,7250100,7250200,0,0,0,0,0,0,0,0
9468,[화염정령]_그리드 기사셋트_ AUTO LV                                                                            ,997250300,7250300,7250400,7250500,0,0,0,0,0,0,0
9469,[화염정령]_마르두크_ AUTO LV                                                                                ,997250600,7250600,0,0,0,0,0,0,0,0,0
9470,[화염정령]_우샤스_ AUTO LV                                                                                 ,997250700,7250700,0,0,0,0,0,0,0,0,0
9471,[화염정령]_큰 호박 너구리_ AUTO LV                                                                            ,997250800,7250800,0,0,0,0,0,0,0,0,0
9472,[화염정령]_유벨_ AUTO LV                                                                                  ,997250900,7250900,0,0,0,0,0,0,0,0,0
9473,[화염정령]_아스완_ AUTO LV                                                                                 ,997251000,7251000,0,0,0,0,0,0,0,0,0
9474,[화염정령]_아크하트_ AUTO LV                                                                                ,997251100,7251100,0,0,0,0,0,0,0,0,0
9475,[화염정령]_두두셋트_ AUTO LV                                                                                ,997251200,7251200,7251300,7251400,0,0,0,0,0,0,0
9476,[화염정령]_올름_ AUTO LV                                                                                  ,997251500,7251500,0,0,0,0,0,0,0,0,0
9477,[화염정령]_투아 엔릴_ AUTO LV                                                                               ,997251600,7251600,0,0,0,0,0,0,0,0,0
9478,[화염정령]_히찌_ AUTO LV                                                                                  ,997251700,7251700,0,0,0,0,0,0,0,0,0
9479,[화염정령]_용암붐붐_ AUTO LV                                                                                ,997251800,7251800,0,0,0,0,0,0,0,0,0
9480,[화염정령]_발톱날개 정찰병_ AUTO LV                                                                            ,997251900,7251900,0,0,0,0,0,0,0,0,0
9481,[화염정령]_깃털윙윙_ AUTO LV                                                                                ,997252000,7252000,0,0,0,0,0,0,0,0,0
9482,[화염정령]_피다마_ AUTO LV                                                                                 ,997252100,7252100,0,0,0,0,0,0,0,0,0
9483,[화염정령]_모르 곤_ AUTO LV                                                                                ,997252200,7252200,0,0,0,0,0,0,0,0,0
9484,[화염정령]_케로반_ AUTO LV                                                                                 ,997252300,7252300,0,0,0,0,0,0,0,0,0
9485,[화염정령]_용암 골렘_ AUTO LV                                                                               ,997252400,7252400,0,0,0,0,0,0,0,0,0
9486,[화염정령]_마젠카_ AUTO LV                                                                                 ,997252500,7252500,0,0,0,0,0,0,0,0,0
9487,[화염정령]_가룸/Garoom_ AUTO LV                                                                           ,997252600,7252600,0,0,0,0,0,0,0,0,0
9488,[화염정령]_반클리프 마법사셋트_ AUTO LV                                                                          ,997252700,7252700,7252800,7252900,0,0,0,0,0,0,0
9489,[화염정령]_알곤셋트_ AUTO LV                                                                                ,997253000,7253000,7253100,7253200,0,0,0,0,0,0,0
9490,[화염정령]_대장 토투_ AUTO LV                                                                               ,997253300,7253300,0,0,0,0,0,0,0,0,0
9491,[화염정령]_반클리프 파멸 척살자_ AUTO LV                                                                         ,997253400,7253400,0,0,0,0,0,0,0,0,0
9492,[화염정령]_수호용(공격형)_ AUTO LV                                                                            ,997253500,7253500,0,0,0,0,0,0,0,0,0
9493,[화염정령]_큰도끼 형제 쌍카_ AUTO LV_1구간 정예                                                                    ,997253600,7253600,0,0,0,0,0,0,0,0,0
9494,[화염정령]_샤포_ AUTO LV_1구간 정예                                                                           ,997253700,7253700,0,0,0,0,0,0,0,0,0
9495,[화염정령]_아티스_ AUTO LV_1구간 정예                                                                          ,997253800,7253800,0,0,0,0,0,0,0,0,0
9496,[화염정령]_부족장 로커_ AUTO LV_2구간 정예                                                                       ,997253900,7253900,0,0,0,0,0,0,0,0,0
9631,[화염정령]_부족장 로커_ AUTO 보스방 강화                                                                          ,997253905,7260800,0,0,0,0,0,0,0,0,0
9497,[화염정령]_(디펜스)데스킹 두두(아투)_ AUTO LV_2구간 정예                                                              ,997254000,7254000,0,0,0,0,0,0,0,0,0
9630,[화염정령]_(디펜스)데스킹 두두(아투)_보스방 강화                                                                       ,997254005,7260700,0,0,0,0,0,0,0,0,0
9498,[화염정령]_장로 두두_ AUTO LV                                                                               ,997254100,7254100,0,0,0,0,0,0,0,0,0
9629,[화염정령]_장로 두두_ AUTO LV 보스방 강화                                                                        ,997254105,7260500,0,0,0,0,0,0,0,0,0
9499,[화염정령]_키마트_ AUTO LV_3구간 정예                                                                          ,997254200,7254200,0,0,0,0,0,0,0,0,0
9628,[화염정령]_키마트_ AUTO 보스방 강화                                                                             ,997254205,7260500,0,0,0,0,0,0,0,0,0
9500,[화염정령]_라발론_ AUTO LV_1구간 보스                                                                          ,997254300,7254300,0,0,0,0,0,0,0,0,0
9501,[화염정령]_라발론_ AUTO LV_2구간 보스                                                                          ,997254400,7254400,0,0,0,0,0,0,0,0,0
9502,[화염정령]_라발론_ AUTO LV_3구간 보스                                                                          ,997254500,7254500,0,0,0,0,0,0,0,0,0
9503,[화염정령]_큰도끼 형제 쌍카_ AUTO LV                                                                           ,997254600,7254600,0,0,0,0,0,0,0,0,0
9632,[화염정령]_큰도끼 형제 쌍카_ 보스방 강화                                                                            ,997254605,7260900,0,0,0,0,0,0,0,0,0
9504,[화염정령]_샤포_ AUTO LV                                                                                  ,997254700,7254700,0,0,0,0,0,0,0,0,0
9505,[저주정령]_검은 쿰바셋트_AUTO LV                                                                              ,997254800,7254800,7254900,7255000,0,0,0,0,0,0,0
9506,[저주정령]_라미셋트_AUTO LV                                                                                 ,997255100,7255100,7255200,7255300,0,0,0,0,0,0,0
9507,[저주정령]_샤드론_AUTO LV                                                                                  ,997255400,7255400,0,0,0,0,0,0,0,0,0
9508,[저주정령]_스케마_AUTO LV                                                                                  ,997255500,7255500,0,0,0,0,0,0,0,0,0
9509,[저주정령]_플릭_AUTO LV                                                                                   ,997255600,7255600,0,0,0,0,0,0,0,0,0
9510,[저주정령]_에리얼_AUTO LV                                                                                  ,997255700,7255700,0,0,0,0,0,0,0,0,0
9511,[저주정령]_복수의 정령_AUTO LV                                                                               ,997255800,7255800,0,0,0,0,0,0,0,0,0
9746,[저주정령]_복수의 정령_AUTO LV추가 상급                                                                          ,997255810,7255810,0,0,0,0,0,0,0,0,0
9512,[저주정령]_박쥐 거미_AUTO LV                                                                                ,997255900,7255900,0,0,0,0,0,0,0,0,0
9745,[저주정령]_박쥐 거미_AUTO LV추가 상급                                                                           ,997255910,7255910,0,0,0,0,0,0,0,0,0
9513,[저주정령]_가고일셋트_AUTO LV                                                                                ,997256000,7256000,7256100,7256200,0,0,0,0,0,0,0
