f_NationCodeStr,BagGroupNo,Memo,SuccessRateNo,BagNo01,BagNo02,BagNo03,BagNo04,BagNo05,BagNo06,BagNo07,BagNo08,BagNo09,BagNo10
0,299600500,흑룡왕의 보주,1,299600500,0,0,0,0,0,0,0,0,0
0,299600510,검은 발톱 원정대 보급상자(가차상자 구성),299600510,299600590,299600565,299600625,0,0,0,0,0,0,0
0,299600515,검은 발톱 원정대 보급상자,1,299600515,0,0,0,0,0,0,0,0,0
0,299600516,흑룡왕의 보물상자,1,299600516,0,0,0,0,0,0,0,0,0
0,299600520,엘가 던전 보상아이템 기능물약 3종,1,299600520,0,0,0,0,0,0,0,0,0
0,299600550,엘가 던전 보상아이템 카즈라의 깃털,1,299600550,0,0,0,0,0,0,0,0,0
0,299600630,엘가 던전용 일반 무기 아이템 일반,1,299600630,0,0,0,0,0,0,0,0,0
0,299600730,흑룡왕의 보물상자(가챠상자 구성),299600735,299600570,299600560,299600620,0,0,0,0,0,0,0
0,299600739,엘가 던전 보상아이템 기능물약 상급 3종,1,299600525,0,0,0,0,0,0,0,0,0
0,299601630,엘가 던전용 일반 무기 아이템 최상급,1,299601630,0,0,0,0,0,0,0,0,0
0,299630630,[달리기 이벤트]코인 상자 구성,1,299630630,0,0,0,0,0,0,0,0,0
0,299635060,[12_12 크리스마스] 얼음의 성 마력구슬 주머니,299635060,299635061,0,0,0,0,0,0,0,0,0
0,320100021,[아케이드] 용자의 길법사(아크메이지)무기,1,320100021,0,0,0,0,0,0,0,0,0
0,320100022,[아케이드] 숙련된 용자의 길법사(아크메이지)무기,1,320100022,0,0,0,0,0,0,0,0,0
0,320100023,[아케이드] 배신자의 고개법사(아크메이지)무기,1,320100023,0,0,0,0,0,0,0,0,0
0,320100024,[아케이드] 망각의 협곡법사(아크메이지)무기,1,320100024,0,0,0,0,0,0,0,0,0
0,320100025,[아케이드] 수염고래 해안가법사(아크메이지)무기,1,320100025,0,0,0,0,0,0,0,0,0
0,320100026,[아케이드] 스티븐 무역항법사(아크메이지)무기,1,320100026,0,0,0,0,0,0,0,0,0
0,320100027,[아케이드] 칼리곤 선단법사(아크메이지)무기,1,320100027,0,0,0,0,0,0,0,0,0
0,320100028,[아케이드] 미리내 신전법사(아크메이지)무기,1,320100028,0,0,0,0,0,0,0,0,0
0,320100029,[아케이드] 스카이피 신전법사(아크메이지)무기,1,320100029,0,0,0,0,0,0,0,0,0
0,320100030,[아케이드] 위험한 동굴법사(아크메이지)무기,1,320100030,0,0,0,0,0,0,0,0,0
0,320100031,[아케이드] 악마의 숨결법사(아크메이지)무기,1,320100031,0,0,0,0,0,0,0,0,0
0,320100032,[아케이드] 이글거리는늪지대법사(아크메이지)무기,1,320100032,0,0,0,0,0,0,0,0,0
0,320100033,[아케이드] 샬바론법사(아크메이지)무기,1,320100033,0,0,0,0,0,0,0,0,0
0,320100034,[아케이드] 라미에타법사(아크메이지)무기,1,320100034,0,0,0,0,0,0,0,0,0
0,320100035,[아케이드] 솔방울언덕법사(아크메이지)무기,1,320100035,0,0,0,0,0,0,0,0,0
0,320100036,[아케이드] 신들의안식처법사(아크메이지)무기,1,320100036,0,0,0,0,0,0,0,0,0
0,320100037,[아케이드] 잊혀진 마을법사(아크메이지)무기,1,320100037,0,0,0,0,0,0,0,0,0
0,320100038,[아케이드] 잠자는 마을법사(아크메이지)무기,1,320100038,0,0,0,0,0,0,0,0,0
0,320100039,[아케이드] 유혹의 설원법사(아크메이지)무기,1,320100039,0,0,0,0,0,0,0,0,0
0,320100040,[아케이드] 얼음 협곡법사(아크메이지)무기,1,320100040,0,0,0,0,0,0,0,0,0
0,320100041,[아케이드] 바티카 구릉법사(아크메이지)무기,1,320100041,0,0,0,0,0,0,0,0,0
0,320100042,[아케이드] 영혼의 안식처법사(아크메이지)무기,1,320100042,0,0,0,0,0,0,0,0,0
0,320100043,[아케이드] 하얀 추적자 언덕법사(아크메이지)무기,1,320100043,0,0,0,0,0,0,0,0,0
0,320100044,[아케이드] 곰발톱 광산법사(아크메이지)무기,1,320100044,0,0,0,0,0,0,0,0,0
0,320100045,[아케이드] 살얼음 고개법사(아크메이지)무기,1,320100045,0,0,0,0,0,0,0,0,0
0,320100046,[아케이드] 드래곤 계곡법사(아크메이지)무기,1,320100046,0,0,0,0,0,0,0,0,0
0,320100047,[아케이드] 세상의 끝법사(아크메이지)무기,1,320100047,0,0,0,0,0,0,0,0,0
0,320100048,[아케이드] 용자의 길법사(아크메이지)무기,1,320100048,0,0,0,0,0,0,0,0,0
0,320100049,[아케이드] 숙련된 용자의 길법사(아크메이지)무기,1,320100049,0,0,0,0,0,0,0,0,0
0,320100050,[아케이드] 배신자의 고개법사(아크메이지)무기,1,320100050,0,0,0,0,0,0,0,0,0
0,320100051,[아케이드] 망각의 협곡법사(아크메이지)무기,1,320100051,0,0,0,0,0,0,0,0,0
0,320100052,[아케이드] 수염고래 해안가법사(아크메이지)무기,1,320100052,0,0,0,0,0,0,0,0,0
0,320100053,[아케이드] 스티븐 무역항법사(아크메이지)무기,1,320100053,0,0,0,0,0,0,0,0,0
0,320100054,[아케이드] 칼리곤 선단법사(아크메이지)무기,1,320100054,0,0,0,0,0,0,0,0,0
0,320100055,[아케이드] 미리내 신전법사(아크메이지)무기,1,320100055,0,0,0,0,0,0,0,0,0
0,320100056,[아케이드] 스카이피 신전법사(아크메이지)무기,1,320100056,0,0,0,0,0,0,0,0,0
0,320100057,[아케이드] 위험한 동굴법사(아크메이지)무기,1,320100057,0,0,0,0,0,0,0,0,0
0,320100058,[아케이드] 악마의 숨결법사(아크메이지)무기,1,320100058,0,0,0,0,0,0,0,0,0
0,320100059,[아케이드] 이글거리는늪지대법사(아크메이지)무기,1,320100059,0,0,0,0,0,0,0,0,0
0,320100060,[아케이드] 샬바론법사(아크메이지)무기,1,320100060,0,0,0,0,0,0,0,0,0
0,320100061,[아케이드] 라미에타법사(아크메이지)무기,1,320100061,0,0,0,0,0,0,0,0,0
0,320100062,[아케이드] 솔방울언덕법사(아크메이지)무기,1,320100062,0,0,0,0,0,0,0,0,0
0,320100063,[아케이드] 신들의안식처법사(아크메이지)무기,1,320100063,0,0,0,0,0,0,0,0,0
0,320100064,[아케이드] 잊혀진 마을법사(아크메이지)무기,1,320100064,0,0,0,0,0,0,0,0,0
0,320100065,[아케이드] 잠자는 마을법사(아크메이지)무기,1,320100065,0,0,0,0,0,0,0,0,0
0,320100066,[아케이드] 유혹의 설원법사(아크메이지)무기,1,320100066,0,0,0,0,0,0,0,0,0
0,320100067,[아케이드] 얼음 협곡법사(아크메이지)무기,1,320100067,0,0,0,0,0,0,0,0,0
0,320100068,[아케이드] 바티카 구릉법사(아크메이지)무기,1,320100068,0,0,0,0,0,0,0,0,0
0,320100069,[아케이드] 영혼의 안식처법사(아크메이지)무기,1,320100069,0,0,0,0,0,0,0,0,0
0,320100070,[아케이드] 하얀 추적자 언덕법사(아크메이지)무기,1,320100070,0,0,0,0,0,0,0,0,0
0,320100071,[아케이드] 곰발톱 광산법사(아크메이지)무기,1,320100071,0,0,0,0,0,0,0,0,0
0,320100072,[아케이드] 살얼음 고개법사(아크메이지)무기,1,320100072,0,0,0,0,0,0,0,0,0
0,320100073,[아케이드] 드래곤 계곡법사(아크메이지)무기,1,320100073,0,0,0,0,0,0,0,0,0
0,320100074,[아케이드] 세상의 끝법사(아크메이지)무기,1,320100074,0,0,0,0,0,0,0,0,0
0,320101090,아카나이 보상,320101090,320101091,431100300,433100300,435100300,437100300,540010220,530010220,0,0,0
0,330100001,[아케이드] 수염고래 해안가격투가무기,1,330100001,0,0,0,0,0,0,0,0,0
0,330100002,[아케이드] 스티븐 무역항격투가무기,1,330100002,0,0,0,0,0,0,0,0,0
0,330100003,[아케이드] 칼리곤 선단격투가무기,1,330100003,0,0,0,0,0,0,0,0,0
0,330100004,[아케이드] 미리내 신전격투가무기,1,330100004,0,0,0,0,0,0,0,0,0
0,330100005,[아케이드] 스카이피 신전격투가무기,1,330100005,0,0,0,0,0,0,0,0,0
0,330100006,[아케이드] 위험한 동굴격투가무기,1,330100006,0,0,0,0,0,0,0,0,0
0,330100007,[아케이드] 악마의 숨결격투가무기,1,330100007,0,0,0,0,0,0,0,0,0
0,330100008,[아케이드] 이글거리는늪지대격투가무기,1,330100008,0,0,0,0,0,0,0,0,0
0,330100009,[아케이드] 샬바론격투가무기,1,330100009,0,0,0,0,0,0,0,0,0
0,330100010,[아케이드] 라미에타격투가무기,1,330100010,0,0,0,0,0,0,0,0,0
0,330100011,[아케이드] 솔방울언덕격투가무기,1,330100011,0,0,0,0,0,0,0,0,0
0,330100012,[아케이드] 신들의안식처격투가무기,1,330100012,0,0,0,0,0,0,0,0,0
0,330100013,[아케이드] 잊혀진 마을격투가무기,1,330100013,0,0,0,0,0,0,0,0,0
0,330100014,[아케이드] 잠자는 마을격투가무기,1,330100014,0,0,0,0,0,0,0,0,0
0,330100015,[아케이드] 유혹의 설원격투가무기,1,330100015,0,0,0,0,0,0,0,0,0
0,330100016,[아케이드] 얼음 협곡격투가무기,1,330100016,0,0,0,0,0,0,0,0,0
0,330100017,[아케이드] 바티카 구릉격투가무기,1,330100017,0,0,0,0,0,0,0,0,0
0,330100018,[아케이드] 영혼의 안식처격투가무기,1,330100018,0,0,0,0,0,0,0,0,0
0,330100019,[아케이드] 하얀 추적자 언덕격투가무기,1,330100019,0,0,0,0,0,0,0,0,0
0,330100020,[아케이드] 곰발톱 광산격투가무기,1,330100020,0,0,0,0,0,0,0,0,0
0,330100021,[아케이드] 살얼음 고개격투가무기,1,330100021,0,0,0,0,0,0,0,0,0
0,330100022,[아케이드] 드래곤 계곡격투가무기,1,330100022,0,0,0,0,0,0,0,0,0
0,330100023,[아케이드] 세상의 끝격투가무기,1,330100023,0,0,0,0,0,0,0,0,0
0,330110001,격투가20레벨 세트장비,1,330110001,0,0,0,0,0,0,0,0,0
0,330110011,격투가20레벨 카오스장비,1,330110011,0,0,0,0,0,0,0,0,0
0,330110031,격투가27레벨 세트장비,1,330110031,0,0,0,0,0,0,0,0,0
0,330110041,격투가27레벨 카오스장비,1,330110041,0,0,0,0,0,0,0,0,0
0,330110061,격투가34레벨 세트장비,1,330110061,0,0,0,0,0,0,0,0,0
0,330110071,격투가34레벨 카오스장비,1,330110071,0,0,0,0,0,0,0,0,0
0,330110091,격투가40레벨 세트장비,1,330110091,0,0,0,0,0,0,0,0,0
0,330110101,격투가40레벨 카오스장비,1,330110101,0,0,0,0,0,0,0,0,0
0,330110121,격투가47레벨 세트장비,1,330110121,0,0,0,0,0,0,0,0,0
0,330110131,격투가47레벨 카오스장비,1,330110131,0,0,0,0,0,0,0,0,0
0,330110151,격투가54레벨 세트장비,1,330110151,0,0,0,0,0,0,0,0,0
0,330110161,격투가54레벨 카오스장비,1,330110161,0,0,0,0,0,0,0,0,0
0,330110181,격투가61레벨 세트장비,1,330110181,0,0,0,0,0,0,0,0,0
0,330110191,격투가61레벨 카오스장비,1,330110191,0,0,0,0,0,0,0,0,0
0,330110211,격투가67레벨 세트장비,1,330110211,0,0,0,0,0,0,0,0,0
0,330110221,격투가67레벨 카오스장비,1,330110221,0,0,0,0,0,0,0,0,0
0,330200001,[아케이드] 수염고래 해안가격투가(보조)무기,1,330200001,0,0,0,0,0,0,0,0,0
0,330200002,[아케이드] 스티븐 무역항격투가(보조)무기,1,330200002,0,0,0,0,0,0,0,0,0
0,330200003,[아케이드] 칼리곤 선단격투가(보조)무기,1,330200003,0,0,0,0,0,0,0,0,0
0,330200004,[아케이드] 미리내 신전격투가(보조)무기,1,330200004,0,0,0,0,0,0,0,0,0
0,330200005,[아케이드] 스카이피 신전격투가(보조)무기,1,330200005,0,0,0,0,0,0,0,0,0
0,330200006,[아케이드] 위험한 동굴격투가(보조)무기,1,330200006,0,0,0,0,0,0,0,0,0
0,330200007,[아케이드] 악마의 숨결격투가(보조)무기,1,330200007,0,0,0,0,0,0,0,0,0
0,330200008,[아케이드] 이글거리는늪지대격투가(보조)무기,1,330200008,0,0,0,0,0,0,0,0,0
0,330200009,[아케이드] 샬바론격투가(보조)무기,1,330200009,0,0,0,0,0,0,0,0,0
0,330200010,[아케이드] 라미에타격투가(보조)무기,1,330200010,0,0,0,0,0,0,0,0,0
0,330200011,[아케이드] 솔방울언덕격투가(보조)무기,1,330200011,0,0,0,0,0,0,0,0,0
0,330200012,[아케이드] 신들의안식처격투가(보조)무기,1,330200012,0,0,0,0,0,0,0,0,0
0,330200013,[아케이드] 잊혀진 마을격투가(보조)무기,1,330200013,0,0,0,0,0,0,0,0,0
0,330200014,[아케이드] 잠자는 마을격투가(보조)무기,1,330200014,0,0,0,0,0,0,0,0,0
0,330200015,[아케이드] 유혹의 설원격투가(보조)무기,1,330200015,0,0,0,0,0,0,0,0,0
0,330200016,[아케이드] 얼음 협곡격투가(보조)무기,1,330200016,0,0,0,0,0,0,0,0,0
0,330200017,[아케이드] 바티카 구릉격투가(보조)무기,1,330200017,0,0,0,0,0,0,0,0,0
0,330200018,[아케이드] 영혼의 안식처격투가(보조)무기,1,330200018,0,0,0,0,0,0,0,0,0
0,330200019,[아케이드] 하얀 추적자 언덕격투가(보조)무기,1,330200019,0,0,0,0,0,0,0,0,0
0,330200020,[아케이드] 곰발톱 광산격투가(보조)무기,1,330200020,0,0,0,0,0,0,0,0,0
0,330200021,[아케이드] 살얼음 고개격투가(보조)무기,1,330200021,0,0,0,0,0,0,0,0,0
0,330200022,[아케이드] 드래곤 계곡격투가(보조)무기,1,330200022,0,0,0,0,0,0,0,0,0
0,330200023,[아케이드] 세상의 끝격투가(보조)무기,1,330200023,0,0,0,0,0,0,0,0,0
0,340100001,[아케이드] 수염고래 해안가소환사무기,1,340100001,0,0,0,0,0,0,0,0,0
0,340100002,[아케이드] 스티븐 무역항소환사무기,1,340100002,0,0,0,0,0,0,0,0,0
0,340100003,[아케이드] 칼리곤 선단소환사무기,1,340100003,0,0,0,0,0,0,0,0,0
0,340100004,[아케이드] 미리내 신전소환사무기,1,340100004,0,0,0,0,0,0,0,0,0
0,340100005,[아케이드] 스카이피 신전소환사무기,1,340100005,0,0,0,0,0,0,0,0,0
0,340100006,[아케이드] 위험한 동굴소환사무기,1,340100006,0,0,0,0,0,0,0,0,0
0,340100007,[아케이드] 악마의 숨결소환사무기,1,340100007,0,0,0,0,0,0,0,0,0
0,340100008,[아케이드] 이글거리는늪지대소환사무기,1,340100008,0,0,0,0,0,0,0,0,0
0,340100009,[아케이드] 샬바론소환사무기,1,340100009,0,0,0,0,0,0,0,0,0
0,340100010,[아케이드] 라미에타소환사무기,1,340100010,0,0,0,0,0,0,0,0,0
0,340100011,[아케이드] 솔방울언덕소환사무기,1,340100011,0,0,0,0,0,0,0,0,0
0,340100012,[아케이드] 신들의안식처소환사무기,1,340100012,0,0,0,0,0,0,0,0,0
0,340100013,[아케이드] 잊혀진 마을소환사무기,1,340100013,0,0,0,0,0,0,0,0,0
0,340100014,[아케이드] 잠자는 마을소환사무기,1,340100014,0,0,0,0,0,0,0,0,0
0,340100015,[아케이드] 유혹의 설원소환사무기,1,340100015,0,0,0,0,0,0,0,0,0
0,340100016,[아케이드] 얼음 협곡소환사무기,1,340100016,0,0,0,0,0,0,0,0,0
0,340100017,[아케이드] 바티카 구릉소환사무기,1,340100017,0,0,0,0,0,0,0,0,0
0,340100018,[아케이드] 영혼의 안식처소환사무기,1,340100018,0,0,0,0,0,0,0,0,0
0,340100019,[아케이드] 하얀 추적자 언덕소환사무기,1,340100019,0,0,0,0,0,0,0,0,0
0,340100020,[아케이드] 곰발톱 광산소환사무기,1,340100020,0,0,0,0,0,0,0,0,0
0,340100021,[아케이드] 살얼음 고개소환사무기,1,340100021,0,0,0,0,0,0,0,0,0
0,340100022,[아케이드] 드래곤 계곡소환사무기,1,340100022,0,0,0,0,0,0,0,0,0
0,340100023,[아케이드] 세상의 끝소환사무기,1,340100023,0,0,0,0,0,0,0,0,0
0,340110001,소환사20레벨 세트장비,1,340110001,0,0,0,0,0,0,0,0,0
0,340110011,소환사20레벨 카오스장비,1,340110011,0,0,0,0,0,0,0,0,0
0,340110031,소환사27레벨 세트장비,1,340110031,0,0,0,0,0,0,0,0,0
0,340110041,소환사27레벨 카오스장비,1,340110041,0,0,0,0,0,0,0,0,0
0,340110061,소환사34레벨 세트장비,1,340110061,0,0,0,0,0,0,0,0,0
0,340110071,소환사34레벨 카오스장비,1,340110071,0,0,0,0,0,0,0,0,0
0,340110091,소환사40레벨 세트장비,1,340110091,0,0,0,0,0,0,0,0,0
0,340110101,소환사40레벨 카오스장비,1,340110101,0,0,0,0,0,0,0,0,0
0,340110121,소환사47레벨 세트장비,1,340110121,0,0,0,0,0,0,0,0,0
0,340110131,소환사47레벨 카오스장비,1,340110131,0,0,0,0,0,0,0,0,0
0,340110151,소환사54레벨 세트장비,1,340110151,0,0,0,0,0,0,0,0,0
0,340110161,소환사54레벨 카오스장비,1,340110161,0,0,0,0,0,0,0,0,0
0,340110181,소환사61레벨 세트장비,1,340110181,0,0,0,0,0,0,0,0,0
0,340110191,소환사61레벨 카오스장비,1,340110191,0,0,0,0,0,0,0,0,0
0,340110211,소환사67레벨 세트장비,1,340110211,0,0,0,0,0,0,0,0,0
0,340110221,소환사67레벨 카오스장비,1,340110221,0,0,0,0,0,0,0,0,0
0,340200001,[아케이드] 수염고래 해안가소환사(보조)무기,1,340200001,0,0,0,0,0,0,0,0,0
0,340200002,[아케이드] 스티븐 무역항소환사(보조)무기,1,340200002,0,0,0,0,0,0,0,0,0
0,340200003,[아케이드] 칼리곤 선단소환사(보조)무기,1,340200003,0,0,0,0,0,0,0,0,0
0,340200004,[아케이드] 미리내 신전소환사(보조)무기,1,340200004,0,0,0,0,0,0,0,0,0
0,340200005,[아케이드] 스카이피 신전소환사(보조)무기,1,340200005,0,0,0,0,0,0,0,0,0
0,340200006,[아케이드] 위험한 동굴소환사(보조)무기,1,340200006,0,0,0,0,0,0,0,0,0
0,340200007,[아케이드] 악마의 숨결소환사(보조)무기,1,340200007,0,0,0,0,0,0,0,0,0
0,340200008,[아케이드] 이글거리는늪지대소환사(보조)무기,1,340200008,0,0,0,0,0,0,0,0,0
0,340200009,[아케이드] 샬바론소환사(보조)무기,1,340200009,0,0,0,0,0,0,0,0,0
0,340200010,[아케이드] 라미에타소환사(보조)무기,1,340200010,0,0,0,0,0,0,0,0,0
0,340200011,[아케이드] 솔방울언덕소환사(보조)무기,1,340200011,0,0,0,0,0,0,0,0,0
0,340200012,[아케이드] 신들의안식처소환사(보조)무기,1,340200012,0,0,0,0,0,0,0,0,0
0,340200013,[아케이드] 잊혀진 마을소환사(보조)무기,1,340200013,0,0,0,0,0,0,0,0,0
0,340200014,[아케이드] 잠자는 마을소환사(보조)무기,1,340200014,0,0,0,0,0,0,0,0,0
0,340200015,[아케이드] 유혹의 설원소환사(보조)무기,1,340200015,0,0,0,0,0,0,0,0,0
0,340200016,[아케이드] 얼음 협곡소환사(보조)무기,1,340200016,0,0,0,0,0,0,0,0,0
0,340200017,[아케이드] 바티카 구릉소환사(보조)무기,1,340200017,0,0,0,0,0,0,0,0,0
0,340200018,[아케이드] 영혼의 안식처소환사(보조)무기,1,340200018,0,0,0,0,0,0,0,0,0
0,340200019,[아케이드] 하얀 추적자 언덕소환사(보조)무기,1,340200019,0,0,0,0,0,0,0,0,0
0,340200020,[아케이드] 곰발톱 광산소환사(보조)무기,1,340200020,0,0,0,0,0,0,0,0,0
0,340200021,[아케이드] 살얼음 고개소환사(보조)무기,1,340200021,0,0,0,0,0,0,0,0,0
0,340200022,[아케이드] 드래곤 계곡소환사(보조)무기,1,340200022,0,0,0,0,0,0,0,0,0
0,340200023,[아케이드] 세상의 끝소환사(보조)무기,1,340200023,0,0,0,0,0,0,0,0,0
0,350100001,[아케이드] 용자의 길전직업(플레이어무기종합)무기,495029,0,0,120100011,120100038,320100021,320100048,220100031,220100058,420100041,420100068
0,350100002,[아케이드] 숙련된 용자의 길전직업(플레이어무기종합)무기,495029,0,0,120100012,120100039,320100022,320100049,220100032,220100059,420100042,420100069
0,350100003,[아케이드] 배신자의 고개전직업(플레이어무기종합)무기,495029,0,0,120100013,120100040,320100023,320100050,220100033,220100060,420100043,420100070
0,350100004,[아케이드] 망각의 협곡전직업(플레이어무기종합)무기,495029,0,0,120100014,120100041,320100024,320100051,220100034,220100061,420100044,420100071
0,350100005,[아케이드] 수염고래 해안가전직업(플레이어무기종합)무기,495027,330100001,340100001,120100015,120100042,320100025,320100052,220100035,220100062,420100045,420100072
0,350100006,[아케이드] 스티븐 무역항전직업(플레이어무기종합)무기,495027,330100002,340100002,120100016,120100043,320100026,320100053,220100036,220100063,420100046,420100073
0,350100007,[아케이드] 칼리곤 선단전직업(플레이어무기종합)무기,495027,330100003,340100003,120100017,120100044,320100027,320100054,220100037,220100064,420100047,420100074
0,350100008,[아케이드] 미리내 신전전직업(플레이어무기종합)무기,495027,330100004,340100004,120100018,120100045,320100028,320100055,220100038,220100065,420100048,420100075
0,350100009,[아케이드] 스카이피 신전전직업(플레이어무기종합)무기,495027,330100005,340100005,120100019,120100046,320100029,320100056,220100039,220100066,420100049,420100076
0,350100010,[아케이드] 위험한 동굴전직업(플레이어무기종합)무기,495027,330100006,340100006,120100020,120100047,320100030,320100057,220100040,220100067,420100050,420100077
0,350100011,[아케이드] 악마의 숨결전직업(플레이어무기종합)무기,495027,330100007,340100007,120100021,120100048,320100031,320100058,220100041,220100068,420100051,420100078
0,350100012,[아케이드] 이글거리는늪지대전직업(플레이어무기종합)무기,495027,330100008,340100008,120100022,120100049,320100032,320100059,220100042,220100069,420100052,420100079
0,350100013,[아케이드] 샬바론전직업(플레이어무기종합)무기,495027,330100009,340100009,120100023,120100050,320100033,320100060,220100043,220100070,420100053,420100080
0,350100014,[아케이드] 라미에타전직업(플레이어무기종합)무기,495027,330100010,340100010,120100024,120100051,320100034,320100061,220100044,220100071,420100054,420100081
0,350100015,[아케이드] 솔방울언덕전직업(플레이어무기종합)무기,495027,330100011,340100011,120100025,120100052,320100035,320100062,220100045,220100072,420100055,420100082
0,350100016,[아케이드] 신들의안식처전직업(플레이어무기종합)무기,495027,330100012,340100012,120100026,120100053,320100036,320100063,220100046,220100073,420100056,420100083
0,350100017,[아케이드] 잊혀진 마을전직업(플레이어무기종합)무기,495027,330100013,340100013,120100027,120100054,320100037,320100064,220100047,220100074,420100057,420100084
0,350100018,[아케이드] 잠자는 마을전직업(플레이어무기종합)무기,495027,330100014,340100014,120100028,120100055,320100038,320100065,220100048,220100075,420100058,420100085
0,350100019,[아케이드] 유혹의 설원전직업(플레이어무기종합)무기,495027,330100015,340100015,120100029,120100056,320100039,320100066,220100049,220100076,420100059,420100086
0,350100020,[아케이드] 얼음 협곡전직업(플레이어무기종합)무기,495027,330100016,340100016,120100030,120100057,320100040,320100067,220100050,220100077,420100060,420100087
0,350100021,[아케이드] 바티카 구릉전직업(플레이어무기종합)무기,495027,330100017,340100017,120100031,120100058,320100041,320100068,220100051,220100078,420100061,420100088
0,350100022,[아케이드] 영혼의 안식처전직업(플레이어무기종합)무기,495027,330100018,340100018,120100032,120100059,320100042,320100069,220100052,220100079,420100062,420100089
0,350100023,[아케이드] 하얀 추적자 언덕전직업(플레이어무기종합)무기,495027,330100019,340100019,120100033,120100060,320100043,320100070,220100053,220100080,420100063,420100090
0,350100024,[아케이드] 곰발톱 광산전직업(플레이어무기종합)무기,495027,330100020,340100020,120100034,120100061,320100044,320100071,220100054,220100081,420100064,420100091
0,350100025,[아케이드] 살얼음 고개전직업(플레이어무기종합)무기,495027,330100021,340100021,120100035,120100062,320100045,320100072,220100055,220100082,420100065,420100092
0,350100026,[아케이드] 드래곤 계곡전직업(플레이어무기종합)무기,495027,330100022,340100022,120100036,120100063,320100046,320100073,220100056,220100083,420100066,420100093
0,350100027,[아케이드] 세상의 끝전직업(플레이어무기종합)무기,495027,330100023,340100023,120100037,120100064,320100047,320100074,220100057,220100084,420100067,420100094
0,350200001,[아케이드] 용자의 길도둑(격투가보조무기종합)보조무기,1,0,0,0,0,0,0,0,0,0,0
0,350200002,[아케이드] 숙련된 용자의 길도둑(격투가보조무기종합)보조무기,1,0,0,0,0,0,0,0,0,0,0
0,350200003,[아케이드] 배신자의 고개도둑(격투가보조무기종합)보조무기,1,0,0,0,0,0,0,0,0,0,0
0,350200004,[아케이드] 망각의 협곡도둑(격투가보조무기종합)보조무기,1,0,0,0,0,0,0,0,0,0,0
0,350200005,[아케이드] 수염고래 해안가도둑(격투가보조무기종합)보조무기,1,330200001,0,0,0,0,0,0,0,0,0
0,350200006,[아케이드] 스티븐 무역항도둑(격투가보조무기종합)보조무기,1,330200002,0,0,0,0,0,0,0,0,0
0,350200007,[아케이드] 칼리곤 선단도둑(격투가보조무기종합)보조무기,1,330200003,0,0,0,0,0,0,0,0,0
0,350200008,[아케이드] 미리내 신전도둑(격투가보조무기종합)보조무기,1,330200004,0,0,0,0,0,0,0,0,0
0,350200009,[아케이드] 스카이피 신전도둑(격투가보조무기종합)보조무기,1,330200005,0,0,0,0,0,0,0,0,0
0,350200010,[아케이드] 위험한 동굴도둑(격투가보조무기종합)보조무기,1,330200006,0,0,0,0,0,0,0,0,0
0,350200011,[아케이드] 악마의 숨결도둑(격투가보조무기종합)보조무기,1,330200007,0,0,0,0,0,0,0,0,0
0,350200012,[아케이드] 이글거리는늪지대도둑(격투가보조무기종합)보조무기,1,330200008,0,0,0,0,0,0,0,0,0
0,350200013,[아케이드] 샬바론도둑(격투가보조무기종합)보조무기,1,330200009,0,0,0,0,0,0,0,0,0
0,350200014,[아케이드] 라미에타도둑(격투가보조무기종합)보조무기,1,330200010,0,0,0,0,0,0,0,0,0
0,350200015,[아케이드] 솔방울언덕도둑(격투가보조무기종합)보조무기,1,330200011,0,0,0,0,0,0,0,0,0
0,350200016,[아케이드] 신들의안식처도둑(격투가보조무기종합)보조무기,1,330200012,0,0,0,0,0,0,0,0,0
0,350200017,[아케이드] 잊혀진 마을도둑(격투가보조무기종합)보조무기,1,330200013,0,0,0,0,0,0,0,0,0
0,350200018,[아케이드] 잠자는 마을도둑(격투가보조무기종합)보조무기,1,330200014,0,0,0,0,0,0,0,0,0
0,350200019,[아케이드] 유혹의 설원도둑(격투가보조무기종합)보조무기,1,330200015,0,0,0,0,0,0,0,0,0
0,350200020,[아케이드] 얼음 협곡도둑(격투가보조무기종합)보조무기,1,330200016,0,0,0,0,0,0,0,0,0
0,350200021,[아케이드] 바티카 구릉도둑(격투가보조무기종합)보조무기,1,330200017,0,0,0,0,0,0,0,0,0
0,350200022,[아케이드] 영혼의 안식처도둑(격투가보조무기종합)보조무기,1,330200018,0,0,0,0,0,0,0,0,0
0,350200023,[아케이드] 하얀 추적자 언덕도둑(격투가보조무기종합)보조무기,1,330200019,0,0,0,0,0,0,0,0,0
0,350200024,[아케이드] 곰발톱 광산도둑(격투가보조무기종합)보조무기,1,330200020,0,0,0,0,0,0,0,0,0
0,350200025,[아케이드] 살얼음 고개도둑(격투가보조무기종합)보조무기,1,330200021,0,0,0,0,0,0,0,0,0
0,350200026,[아케이드] 드래곤 계곡도둑(격투가보조무기종합)보조무기,1,330200022,0,0,0,0,0,0,0,0,0
0,350200027,[아케이드] 세상의 끝도둑(격투가보조무기종합)보조무기,1,330200023,0,0,0,0,0,0,0,0,0
0,350200101,[아케이드] 용자의 길도둑(소환사보조무기종합)보조무기,1,0,0,0,0,0,0,0,0,0,0
0,350200102,[아케이드] 숙련된 용자의 길도둑(소환사보조무기종합)보조무기,1,0,0,0,0,0,0,0,0,0,0
0,350200103,[아케이드] 배신자의 고개도둑(소환사보조무기종합)보조무기,1,0,0,0,0,0,0,0,0,0,0
