IDX,BagNo,Memo,ElementNo,SuccessRateNo,TunningNo_Min,TunningNo_Max
9648,997270700,라그나로크 테마 오크 필드 하이오크 AUTO LV,997270700,990001,505,0
9649,997270800,라그나로크 테마 오크 필드 오크 히어로 AUTO LV,997270800,990001,510,0
9651,997270900,라그나로크 테마 글레스트 헤임 좀비 AUTO LV (일반),997270900,990001,0,0
9650,997270910,라그나로크 테마 글레스트 헤임 좀비 AUTO LV (연출용) (일반),997270910,990001,0,0
9652,997271000,라그나로크 테마 글레스트 헤임 구울 AUTO LV (연출용) (일반),997271000,990001,0,0
9653,997271100,라그나로크 테마 글레스트 헤임 구울 AUTO LV (일반),997271100,990001,0,0
9654,997271200,라그나로크 테마 글레스트 헤임 미믹 AUTO LV (일반),997271200,990001,0,0
9655,997271300,라그나로크 테마 글레스트 헤임 레이쓰 AUTO LV (일반),997271300,990001,0,0
9656,997271400,라그나로크 테마 글레스트 헤임 헌터 플라이 AUTO LV (일반),997271400,990001,0,0
9657,997271500,라그나로크 테마 글레스트 헤임 이블 드루이드 AUTO LV (일반),997271500,990001,0,0
9658,997271600,라그나로크 테마 글레스트 헤임 다크 일루젼(소환체) AUTO LV (일반),997271600,990001,0,0
9659,997271700,라그나로크 테마 글레스트 헤임 다크 로드 AUTO LV (일반),997271700,990001,0,0
9661,997271800,라그나로크 테마 글레스트 헤임 좀비 AUTO LV (레어),997271800,990001,0,0
9660,997271810,라그나로크 테마 글레스트 헤임 좀비 AUTO LV (연출용) (레어),997271810,990001,0,0
9662,997271900,라그나로크 테마 글레스트 헤임 구울 AUTO LV (레어),997271900,990001,0,0
9663,997272000,라그나로크 테마 글레스트 헤임 구울 AUTO LV (연출용)(레어),997272000,990001,0,0
9664,997272100,라그나로크 테마 글레스트 헤임 미믹 AUTO LV (레어),997272100,990001,0,0
9665,997272200,라그나로크 테마 글레스트 헤임 레이쓰 AUTO LV (레어),997272200,990001,0,0
9666,997272300,라그나로크 테마 글레스트 헤임 헌터 플라이 AUTO LV (레어),997272300,990001,0,0
9667,997272400,라그나로크 테마 글레스트 헤임 이블 드루이드 AUTO LV (레어),997272400,990001,0,0
9668,997272500,라그나로크 테마 글레스트 헤임 다크 일루젼(소환체) AUTO LV (레어),997272500,990001,0,0
9669,997272600,라그나로크 테마 글레스트 헤임 다크 로드 AUTO LV (레어),997272600,990001,0,0
9671,997272700,라그나로크 테마 글레스트 헤임 좀비 AUTO LV (영웅),997272700,990001,520,0
9670,997272710,라그나로크 테마 글레스트 헤임 좀비 AUTO LV (연출용) (영웅),997272710,990001,520,0
9672,997272800,라그나로크 테마 글레스트 헤임 구울 AUTO LV (영웅),997272800,990001,520,0
9673,997272900,라그나로크 테마 글레스트 헤임 구울 AUTO LV (연출용) (영웅),997272900,990001,520,0
9674,997273000,라그나로크 테마 글레스트 헤임 미믹 AUTO LV (영웅),997273000,990001,520,0
9675,997273100,라그나로크 테마 글레스트 헤임 레이쓰 AUTO LV (영웅),997273100,990001,520,0
9676,997273200,라그나로크 테마 글레스트 헤임 헌터 플라이 AUTO LV (영웅),997273200,990001,520,0
9677,997273300,라그나로크 테마 글레스트 헤임 이블 드루이드 AUTO LV  (영웅),997273300,990001,520,0
9678,997273400,라그나로크 테마 글레스트 헤임 다크 일루젼(소환체) AUTO LV  (영웅),997273400,990001,520,0
9679,997273500,라그나로크 테마 글레스트 헤임 다크 로드 AUTO LV (영웅),997273500,990001,530,0
9680,997273600,라그나로크 테마 오크 필드 거대 엔젤링  AUTO LV,997273600,990001,505,0
9681,997273700,라그나로크 테마 오크 필드 미니 엔젤링  AUTO LV,997273700,990004,500,0
9682,997273800,라그나로크 테마 오크 필드 오크히어로 쫄 소환,997273800,990006,500,0
9636,997273900,배신자의 고개 버크셔(신 - 레벨 추가),997273900,990003,0,0
9637,997274000,배신자의 고개 펑 너구리(신 - 레벨 추가),997274000,990003,0,0
9638,997274100,배신자의 고개 오크셔(신 - 레벨 추가),997274100,990003,0,0
9639,997274200,배신자의 고개 너구리(신 - 레벨 추가),997274200,990003,0,0
9640,997274300,배신자의 고개 전갈박쥐(신 - 레벨 추가),997274300,990003,0,0
9683,997274400,라그나로크 테마 오크 필드 포포링 AUTO LV,997274400,990001,500,0
9684,997274500,라그나로크 테마 오크 필드 드롭프스 AUTO LV,997274500,990001,500,0
9687,997274600,[냉기 정령] 정예 몬스터 그룹 ,997274600,990005,19,0
9688,997274700,[화염 정령] 정예 몬스터 그룹 ,997274700,990006,18,0
9689,997274800,[저주 정령] 정예 몬스터 그룹 ,997274800,990005,21,0
9690,997274900,[자연 정령] 정예 몬스터 그룹 ,997274900,990006,20,0
9691,997275000,[냉기정령]신_근접 몬스터 셋트 AUTO LV,997275000,990005,19,0
9716,997275001,[냉기정령]신_근접 몬스터 셋트 AUTO LV (일반),997275000,990005,41,0
9719,997275002,[냉기정령]신_근접 몬스터 셋트 AUTO LV (중급),997275000,990005,42,0
9722,997275003,[냉기정령]신_근접 몬스터 셋트 AUTO LV(상급),997275000,990005,43,0
9692,997275100,[냉기정령]신_원거리 몬스터 셋트 AUTO LV,997275100,990004,19,0
9717,997275101,[냉기정령]신_원거리 몬스터 셋트 AUTO LV (일반),997275100,990004,41,0
9720,997275102,[냉기정령]신_원거리 몬스터 셋트 AUTO LV (중급),997275100,990004,42,0
9723,997275103,[냉기정령]신_원거리 몬스터 셋트 AUTO LV(상급),997275100,990004,43,0
9693,997275200,[냉기정령]신_마법 몬스터 셋트 AUTO LV,997275200,990004,19,0
9718,997275201,[냉기정령]신_마법 몬스터 셋트 AUTO LV (일반),997275200,990004,41,0
9721,997275202,[냉기정령]신_마법 몬스터 셋트 AUTO LV (중급),997275200,990004,42,0
9724,997275203,[냉기정령]신_마법 몬스터 셋트 AUTO LV(상급),997275200,990004,43,0
9694,997275300,[화염정령]신_근접 몬스터 셋트 AUTO LV,997275300,990006,18,0
9707,997275301,[화염정령]신_근접 몬스터 셋트 AUTO LV (일반),997275300,990006,31,0
9710,997275302,[화염정령]신_근접 몬스터 셋트 AUTO LV (중급),997275300,990006,32,0
9713,997275303,[화염정령]신_근접 몬스터 셋트 AUTO LV (상급),997275300,990006,33,0
9695,997275400,[화염정령]신_원거리 몬스터 셋트 AUTO LV,997275400,990005,18,0
9708,997275401,[화염정령]신_원거리 몬스터 셋트 AUTO LV (일반),997275400,990005,31,0
9711,997275402,[화염정령]신_원거리 몬스터 셋트 AUTO LV (중급),997275400,990005,32,0
9714,997275403,[화염정령]신_원거리 몬스터 셋트 AUTO LV (상급),997275400,990005,33,0
9696,997275500,[화염정령]신_마법 몬스터 셋트 AUTO LV,997275500,990003,18,0
9709,997275501,[화염정령]신_마법 몬스터 셋트 AUTO LV (일반),997275500,990003,31,0
9712,997275502,[화염정령]신_마법 몬스터 셋트 AUTO LV (중급),997275500,990003,32,0
9715,997275503,[화염정령]신_마법 몬스터 셋트 AUTO LV (상급),997275500,990003,33,0
9744,997275505,마그마 던전 마력포(정령던전),997275505,990001,0,0
9697,997275600,[저주정령]신_근접 몬스터 셋트 AUTO LV,997275600,990006,21,0
9734,997275601,[저주정령]신_근접 몬스터 셋트 AUTO LV (일반),997275600,990006,61,0
9737,997275602,[저주정령]신_근접 몬스터 셋트 AUTO LV(중급),997275600,990006,62,0
9740,997275603,[저주정령]신_근접 몬스터 셋트 AUTO LV(상급),997275600,990006,63,0
9698,997275700,[저주정령]신_원거리 몬스터 셋트 AUTO LV,997275700,990005,21,0
9735,997275701,[저주정령]신_원거리 몬스터 셋트 AUTO LV (일반),997275700,990005,61,0
9738,997275702,[저주정령]신_원거리 몬스터 셋트 AUTO LV(중급),997275700,990005,62,0
9741,997275703,[저주정령]신_원거리 몬스터 셋트 AUTO LV(상급),997275700,990005,63,0
9699,997275800,[저주정령]신_마법 몬스터 셋트 AUTO LV,997275800,990003,21,0
9736,997275801,[저주정령]신_마법 몬스터 셋트 AUTO LV (일반),997275800,990003,61,0
9739,997275802,[저주정령]신_마법 몬스터 셋트 AUTO LV(중급),997275800,990003,62,0
9742,997275803,[저주정령]신_마법 몬스터 셋트 AUTO LV(상급),997275800,990003,63,0
9700,997275900,[자연정령]신_근접 몬스터 셋트 AUTO LV,997275900,990008,20,0
9725,997275901,[자연정령]신_근접 몬스터 셋트 AUTO LV (일반),997275900,990008,51,0
9728,997275902,[자연정령]신_근접 몬스터 셋트 AUTO LV(중급),997275900,990008,52,0
9731,997275903,[자연정령]신_근접 몬스터 셋트 AUTO LV(상급),997275900,990008,53,0
9701,997276000,[자연정령]신_원거리 몬스터 셋트 AUTO LV,997276000,990008,20,0
9726,997276001,[자연정령]신_원거리 몬스터 셋트 AUTO LV (일반),997276000,990008,51,0
9729,997276002,[자연정령]신_원거리 몬스터 셋트 AUTO LV(중급),997276000,990008,52,0
9732,997276003,[자연정령]신_원거리 몬스터 셋트 AUTO LV(상급),997276000,990008,53,0
9702,997276100,[자연정령]신_마법 몬스터 셋트 AUTO LV,997276100,990005,20,0
9727,997276101,[자연정령]신_마법 몬스터 셋트 AUTO LV (일반),997276100,990005,51,0
9730,997276102,[자연정령]신_마법 몬스터 셋트 AUTO LV(중급),997276100,990005,52,0
9733,997276103,[자연정령]신_마법 몬스터 셋트 AUTO LV(상급),997276100,990005,53,0
9743,997276200,[화염정령]신_쿵카 강화 버젼,997276200,990001,7,0
9745,997276300,[크리스마스 이벤트]빨간코 리마 AUTO LV,997276300,990001,1,0
9746,997276400,[크리스마스 이벤트]사탕 쿰바 AUTO LV,997276400,990001,1,0
9747,997276500,[크리스마스 이벤트]산타 설인 AUTO LV,997276500,990001,1,0
9748,997276600,[크리스마스 이벤트]추위타는 스노링 AUTO LV,997276600,990001,1,0
9749,997276700,[크리스마스 이벤트]산타스켈 AUTO LV,997276700,990001,1,0
9750,997276800,[크리스마스 이벤트]방울 초목이 AUTO LV,997276800,990001,1,0
9751,997276900,[크리스마스 이벤트]산타 아르테미스 AUTO LV,997276900,990001,1,0
9752,997277000,[크리스마스 이벤트]막대사탕 스노이크(희귀) AUTO LV,997277000,990001,1,0
9753,997277100,[크리스마스 이벤트]겨울 숲 라돌프(희귀) AUTO LV,997277100,990001,1,0
9754,997277200,[크리스마스 이벤트]베이돌리(보스) AUTO LV,997277200,990001,1,0
9755,997277300,[크리스마스 이벤트]백작 부인 매리(보스) AUTO LV,997277300,990001,1,0
9756,997277400,[크리스마스 이벤트]산타 팽킨 AUTO LV,997277400,990001,1,0
9757,997277500,[크리스마스 이벤트]포악한 마젤란(희귀) AUTO LV,997277500,990001,1,0
9758,997277600,[크리스마스 이벤트]눈의 여왕 바토르(보스) AUTO LV,997277600,990001,1,0
9759,997277700,[크리스마스 이벤트]산타 아르미스 AUTO LV,997277700,990001,1,0
9760,997277800,[크리스마스 이벤트]가자 산타 AUTO LV,997277800,990001,1,0
9785,997281200,[일반]미노타우르스-보스,997281200,990001,98120,0
9831,997281201,[레어]미노타우르스-보스,997281200,990001,98220,0
9877,997281202,[영웅]미노타우르스-보스,997281200,990001,98320,0
10212,997281203,[전설]미노타우르스-보스,997281200,990001,98420,0
9786,997281300,[일반]유로페(에우로페),997281300,990001,98425,0
9832,997281301,[레어]유로페(에우로페),997281300,990001,98210,0
9878,997281302,[영웅]유로페(에우로페),997281300,990001,98310,0
9942,997281303,[전설]유로페(에우로페),997281300,990001,98310,0
9787,997281400,[일반]키랩 -보스,997281400,990001,98120,0
9833,997281401,[레어]키랩 -보스,997281400,990001,98220,0
9879,997281402,[영웅]키랩 -보스,997281400,990001,98320,0
10213,997281403,[전설]키랩 -보스,997281400,990001,98420,0
9788,997281500,[일반]카이온-보스,997281500,990001,98120,0
9834,997281501,[레어]카이온-보스,997281500,990001,98220,0
9880,997281502,[영웅]카이온-보스,997281500,990001,98320,0
10214,997281503,[전설]카이온-보스,997281500,990001,98420,0
9783,997281600,[일반]폴락스 -보스,997281600,990001,98120,0
9829,997281601,[레어]폴락스 -보스,997281600,990001,98220,0
9875,997281602,[영웅]폴락스 -보스,997281600,990001,98320,0
10211,997281603,[전설]폴락스 -보스,997281600,990001,98420,0
9784,997281700,[일반]캐스터,997281700,990001,98225,0
9830,997281701,[레어]캐스터,997281700,990001,98225,0
9876,997281702,[영웅]캐스터,997281700,990001,98325,0
9922,997281703,[전설]캐스터,997281700,990001,98425,0
9789,997281800,[일반]하데스-보스,997281800,990001,98120,0
9835,997281801,[레어]하데스-보스,997281800,990001,98220,0
9881,997281802,[영웅]하데스-보스,997281800,990001,98320,0
10215,997281803,[전설]하데스-보스,997281800,990001,98420,0
9782,997281860,[일반]킹스피온 미니전갈,997281860,990004,98100,0
9828,997281861,[레어]킹스피온 미니전갈,997281860,990004,98200,0
9874,997281862,[영웅]킹스피온 미니전갈,997281860,990004,98300,0
9921,997281863,[전설]킹스피온 미니전갈,997281860,990004,98300,0
9790,997281900,[일반]킹스피온-보스,997281900,990001,98120,0
9836,997281901,[레어]킹스피온-보스,997281900,990001,98220,0
9882,997281902,[영웅]킹스피온-보스,997281900,990001,98320,0
10216,997281903,[전설]킹스피온-보스,997281900,990001,98420,0
9791,997282000,[일반]케이론-보스,997282000,990001,98120,0
9837,997282001,[레어]케이론-보스,997282000,990001,98220,0
9883,997282002,[영웅]케이론-보스,997282000,990001,98320,0
10217,997282003,[전설]케이론-보스,997282000,990001,98420,0
9792,997282100,[일반]히드라1-보스,997282100,990001,98120,0
9838,997282101,[레어]히드라1-보스,997282100,990001,98220,0
9884,997282102,[영웅]히드라1-보스,997282100,990001,98320,0
10218,997282103,[전설]히드라1-보스,997282100,990001,98420,0
9793,997282200,[일반]히드라2-보스,997282200,990001,98125,0
9839,997282201,[레어]히드라2-보스,997282200,990001,98225,0
9885,997282202,[영웅]히드라2-보스,997282200,990001,98325,0
10219,997282203,[전설]히드라2-보스,997282200,990001,98425,0
9794,997282300,[일반]히드라2-보스,997282300,990001,98125,0
9840,997282301,[레어]히드라2-보스,997282300,990001,98225,0
9886,997282302,[영웅]히드라2-보스,997282300,990001,98325,0
10220,997282303,[전설]히드라2-보스,997282300,990001,98425,0
9795,997282400,[일반]피오스-보스,997282400,990001,98125,0
9841,997282401,[레어]피오스-보스,997282400,990001,98225,0
9887,997282402,[영웅]피오스-보스,997282400,990001,98325,0
10224,997282403,[전설]피오스-보스,997282400,990001,98425,0
9796,997282500,[일반]서펜즈-보스,997282500,990001,98120,0
9842,997282501,[레어]서펜즈-보스,997282500,990001,98220,0
9888,997282502,[영웅]서펜즈-보스,997282500,990001,98320,0
10228,997282503,[전설]서펜즈-보스,997282500,990001,98420,0
9797,997282600,[일반]페가수스 고통받는 좀비,997282600,990001,98100,0
9843,997282601,[레어]페가수스 고통받는 좀비,997282600,990001,98200,0
9889,997282602,[영웅]페가수스 고통받는 좀비,997282600,990001,98300,0
9923,997282603,[전설]페가수스 고통받는 좀비,997282600,990001,98300,0
9798,997282700,[일반]페가수스 영혼잃은 하녀,997282700,990001,98100,0
9844,997282701,[레어]페가수스 영혼잃은 하녀,997282700,990001,98200,0
9890,997282702,[영웅]페가수스 영혼잃은 하녀,997282700,990001,98300,0
9924,997282703,[전설]페가수스 영혼잃은 하녀,997282700,990001,98300,0
9799,997282800,[일반]페가수스 영혼잃은 지배인,997282800,990001,98100,0
9845,997282801,[레어]페가수스 영혼잃은 지배인,997282800,990001,98200,0
9891,997282802,[영웅]페가수스 영혼잃은 지배인,997282800,990001,98300,0
9925,997282803,[전설]페가수스 영혼잃은 지배인,997282800,990001,98300,0
9800,997282900,[일반]페가수스 영혼잃은 영애,997282900,990001,98100,0
9846,997282901,[레어]페가수스 영혼잃은 영애,997282900,990001,98200,0
9892,997282902,[영웅]페가수스 영혼잃은 영애,997282900,990001,98300,0
9926,997282903,[전설]페가수스 영혼잃은 영애,997282900,990001,98300,0
9801,997283000,[일반]페가수스 가고일,997283000,990001,98100,0
9847,997283001,[레어]페가수스 가고일,997283000,990001,98200,0
9893,997283002,[영웅]페가수스 가고일,997283000,990001,98300,0
9927,997283003,[전설]페가수스 가고일,997283000,990001,98300,0
9802,997283100,[일반]페가수스 가고일 ,997283100,990001,98110,0
9848,997283101,[레어]페가수스 가고일 ,997283100,990001,98210,0
9894,997283102,[영웅]페가수스 가고일 ,997283100,990001,98310,0
9943,997283103,[전설]페가수스 가고일 ,997283100,990001,98310,0
9764,997900300,[양자리]얼음 벌레,997900300,990001,98100,0
9810,997900301,[레어 양자리]얼음 벌레,997900300,990001,98200,0
9856,997900302,[영웅 양자리]얼음 벌레,997900300,990001,98300,0
9906,997900303,[전설 양자리]얼음 벌레,997900300,990001,98300,0
9947,997900305,[강화형 레어][양자리]얼음 벌레,997900305,9980100,98210,0
9978,997900315,[강화형 영웅][양자리]얼음 벌레,997900315,9980200,98310,0
9765,997900400,[양지리] 다일,997900400,990001,98100,0
9811,997900401,[양지리] 다일,997900400,990001,98200,0
9857,997900402,[영웅 양자리] 다일,997900400,990001,98300,0
9907,997900403,[전설 양자리] 다일,997900400,990001,98300,0
9948,997900405,[강화형 레어][양지리] 다일,997900405,9980100,98210,0
9979,997900415,[강화형 영웅][양지리] 다일,997900415,9980200,98310,0
9766,997900500,[양자리] 토투,997900500,990001,98100,0
9812,997900501,[레어 양자리] 토투,997900500,990001,98200,0
9858,997900502,[영웅 양자리] 토투,997900500,990001,98300,0
9908,997900503,[전설 양자리] 토투,997900500,990001,98300,0
9949,997900505,[강화형 레어][양자리] 토투,997900505,9980100,98210,0
9980,997900515,[강화형 영웅][양자리] 토투,997900515,9980200,98310,0
9767,997900600,[양자리] 본 카라차,997900600,990001,98100,0
9813,997900601,[레어 양자리] 본 카라차,997900600,990001,98200,0
9859,997900602,[영웅 양자리] 본 카라차,997900600,990001,98300,0
9909,997900603,[전설 양자리] 본 카라차,997900600,990001,98300,0
9950,997900605,[강화형 레어][양자리] 본 카라차,997900605,9980100,98210,0
9981,997900615,[강화형 영웅][양자리] 본 카라차,997900615,9980200,98310,0
9768,997900700,[양자리] 꼬깨 ,997900700,990001,98100,0
9814,997900701,[레어 양자리] 꼬깨 ,997900700,990001,98200,0
9860,997900702,[영웅 양자리] 꼬깨 ,997900700,990001,98300,0
9910,997900703,[전설 양자리] 꼬깨 ,997900700,990001,98300,0
9951,997900705,[강화형 레어][양자리] 꼬깨 ,997900705,9980100,98210,0
9982,997900715,[강화형 영웅][양자리] 꼬깨 ,997900715,9980200,98310,0
9769,997900800,[일반]양자리 엔다이론 -강화,997900800,990001,98110,0
9815,997900801,[레어]양자리 엔다이론 -강화,997900800,990001,98210,0
9861,997900802,[영웅]양자리 엔다이론 -강화,997900800,990001,98310,0
9933,997900803,[전설]양자리 엔다이론 -강화,997900800,990001,98310,0
9952,997900805,[강화형 레어][양자리 자리]엔다이론 -강화,997900805,9980100,98210,0
9983,997900815,[강화형 영웅][양자리 자리]엔다이론 -강화,997900815,9980200,98310,0
9984,997900825,[강화형 영웅][양자리 자리]엔다이론 -강화,997900825,9980200,98310,0
9770,997900900,[일반]쌍둥이자리 리치,997900900,990001,98100,0
9816,997900901,[레어]쌍둥이자리 리치,997900900,990001,98200,0
9862,997900902,[영웅]쌍둥이자리 리치,997900900,990001,98300,0
9911,997900903,[전설]쌍둥이자리 리치,997900900,990001,98300,0
9953,997900905,[강화형 레어][쌍둥이 자리]리치,997900905,9980100,98210,0
9985,997900915,[강화형 영웅][쌍둥이 자리]리치,997900915,9980200,98310,0
9771,997901000,[일반]쌍둥이자리 파수꾼,997901000,990001,98100,0
9817,997901001,[레어]쌍둥이자리 파수꾼,997901000,990001,98200,0
9863,997901002,[영웅]쌍둥이자리 파수꾼,997901000,990001,98300,0
9912,997901003,[전설]쌍둥이자리 파수꾼,997901000,990001,98300,0
9954,997901005,[강화형 레어][쌍둥이 자리]파수꾼,997901005,9980100,98210,0
9986,997901015,[강화형 영웅][쌍둥이 자리]파수꾼,997901015,9980200,98310,0
9772,997901100,[일반]쌍둥이자리 오래 된 궤짝,997901100,990001,98100,0
9818,997901101,[레어]쌍둥이자리 오래 된 궤짝,997901100,990001,98200,0
9864,997901102,[영웅]쌍둥이자리 오래 된 궤짝,997901100,990001,98300,0
9913,997901103,[전설]쌍둥이자리 오래 된 궤짝,997901100,990001,98300,0
9955,997901105,[강화형 레어][쌍둥이 자리]오래 된 궤짝,997901105,9980100,98210,0
9987,997901115,[강화형 영웅][쌍둥이 자리]오래 된 궤짝,997901115,9980200,98310,0
9773,997901200,[일반]쌍둥이자리 숙련사제,997901200,990001,98100,0
9819,997901201,[레어]쌍둥이자리 숙련사제,997901200,990001,98200,0
9865,997901202,[영웅]쌍둥이자리 숙련사제,997901200,990001,98300,0
9914,997901203,[전설]쌍둥이자리 숙련사제,997901200,990001,98300,0
9956,997901205,[강화형 레어][쌍둥이 자리]숙련사제,997901205,9980100,98210,0
9988,997901215,[강화형 영웅][쌍둥이 자리]숙련사제,997901215,9980200,98310,0
9774,997901300,[일반]쌍둥이자리 원령 아티스,997901300,990001,98100,0
9820,997901301,[레어]쌍둥이자리 원령 아티스,997901300,990001,98200,0
9866,997901302,[영웅]쌍둥이자리 원령 아티스,997901300,990001,98300,0
9915,997901303,[전설]쌍둥이자리 원령 아티스,997901300,990001,98300,0
9957,997901305,[강화형 레어][쌍둥이 자리]원령 아티스,997901305,9980100,98210,0
9989,997901315,[강화형 영웅][쌍둥이 자리]원령 아티스,997901315,9980200,98310,0
9775,997901400,[일반]쌍둥이자리 원령 로드 오브 나이트 -강화,997901400,990001,98110,0
9821,997901401,[레어]쌍둥이자리 원령 로드 오브 나이트 -강화,997901400,990001,98210,0
9867,997901402,[영웅]쌍둥이자리 원령 로드 오브 나이트 -강화,997901400,990001,98310,0
9934,997901403,[전설]쌍둥이자리 원령 로드 오브 나이트 -강화,997901400,990001,98310,0
9958,997901405,[강화형 레어][쌍둥이 자리]원령 로드 오브 나이트 -강화,997901405,9980100,98210,0
9990,997901415,[강화형 영웅][쌍둥이 자리]원령 로드 오브 나이트 -강화,997901415,9980200,98310,0
9991,997901425,[강화형 영웅][쌍둥이 자리]원령 로드 오브 나이트 -강화,997901425,9980200,98310,0
9776,997901500,[사자자리] 더크,997901500,990001,98100,0
9822,997901501,[레어]사자자리 방황하는 유니콘,997901500,990001,98200,0
9868,997901502,[영웅]사자자리 방황하는 유니콘,997901500,990001,98300,0
9916,997901503,[전설]사자자리 방황하는 유니콘,997901500,990001,98300,0
9959,997901505,[강화형 레어][사자자리] 더크,997901505,9980100,98210,0
9992,997901515,[강화형 영웅][사자자리] 더크,997901515,9980200,98310,0
9777,997901600,[사자자리] 엘리트 울프,997901600,990001,98100,0
9823,997901601,[레어]사자자리 떠돌이 유니콘,997901600,990001,98200,0
9869,997901602,[영웅]사자자리 떠돌이 유니콘,997901600,990001,98300,0
9917,997901603,[전설]사자자리 떠돌이 유니콘,997901600,990001,98300,0
9960,997901605,[강화형 레어][사자자리] 엘리트 울프,997901605,9980100,98210,0
9993,997901615,[강화형 영웅][사자자리] 엘리트 울프,997901615,9980200,98310,0
9778,997901700,[사자 자리]펜리르 -강화,997901700,990001,98110,0
9824,997901701,[레어]사자자리 펜리르-강화,997901700,990001,98210,0
9870,997901702,[영웅]사자자리 펜리르-강화,997901700,990001,98310,0
9941,997901703,[전설]사자자리 펜리르-강화,997901700,990001,98310,0
9961,997901705,[강화형 레어][사자 자리]펜리르 -강화,997901705,9980100,98210,0
9994,997901715,[강화형 영웅][사자 자리]펜리르 -강화,997901715,9980200,98310,0
9995,997901725,[강화형 영웅][사자 자리]펜리르 -강화,997901725,9980200,98310,0
9779,997901800,[사자자리] 쥐라드,997901800,990001,98100,0
9825,997901801,[레어]사자자리 플로레스,997901800,990001,98200,0
9871,997901802,[영웅]사자자리 플로레스,997901800,990001,98300,0
9918,997901803,[전설]사자자리 플로레스,997901800,990001,98300,0
9962,997901805,[강화형 레어][사자자리] 쥐라드,997901805,9980100,98210,0
9996,997901815,[강화형 영웅][사자자리] 쥐라드,997901815,9980200,98310,0
9780,997901900,[사자자리] 소굴늑대,997901900,990001,98100,0
9826,997901901,[레어]사자자리 타릭스 켄타,997901900,990001,98200,0
9872,997901902,[영웅]사자자리 타릭스 켄타,997901900,990001,98300,0
9919,997901903,[전설]사자자리 타릭스 켄타,997901900,990001,98300,0
9963,997901905,[강화형 레어][사자자리] 소굴늑대,997901905,9980100,98210,0
9997,997901915,[강화형 영웅][사자자리] 소굴늑대,997901915,9980200,98310,0
9781,997902000,[사자자리] 엉클포키,997902000,990001,98100,0
9827,997902001,[레어]사자자리 타릭스 전령사,997902000,990001,98200,0
9873,997902002,[영웅]사자자리 타릭스 전령사,997902000,990001,98300,0
9920,997902003,[전설]사자자리 타릭스 전령사,997902000,990001,98300,0
9964,997902005,[강화형 레어][사자자리] 엉클포키,997902005,9980100,98210,0
9998,997902015,[강화형 영웅][사자자리] 엉클포키,997902015,9980200,98310,0
9965,997902105,[강화형 레어][페가수스자리]고통받는 좀비,997902105,9980100,98210,0
9999,997902115,[강화형 영웅][페가수스자리]고통받는 좀비,997902115,9980200,98310,0
9966,997902205,[강화형 레어][페가수스자리]영혼잃은 하녀,997902205,9980100,98210,0
10000,997902215,[강화형 영웅][페가수스자리]영혼잃은 하녀,997902215,9980200,98310,0
9967,997902305,[강화형 레어][페가수스자리]영혼잃은 지배인,997902305,9980100,98210,0
10001,997902315,[강화형 영웅][페가수스자리]영혼잃은 지배인,997902315,9980200,98310,0
9968,997902405,[강화형 레어][페가수스자리]영혼잃은 영애 ,997902405,9980100,98210,0
10002,997902415,[강화형 영웅][페가수스자리]영혼잃은 영애 ,997902415,9980200,98310,0
9969,997902505,[강화형 레어][페가수스자리]가고일,997902505,9980100,98210,0
10003,997902515,[강화형 영웅][페가수스자리]가고일,997902515,9980200,98310,0
9970,997902605,[강화형 레어][페가수스자리]가고일 2-희귀,997902605,9980100,98210,0
10004,997902615,[강화형 영웅][페가수스자리]가고일 2-희귀,997902615,9980200,98310,0
9803,997902900,[일반][사수자리] 투사 켄타,997902900,990001,98100,0
9849,997902901,[레어][사수자리] 투사 켄타,997902900,990001,98200,0
9935,997902902,[영웅][사수자리] 투사 켄타,997902900,990001,98300,0
9928,997902903,[전설][사수자리] 투사 켄타,997902900,990001,98300,0
9971,997902905,[강화형 레어][사수자리] 투사 켄타,997902905,9980100,98210,0
10005,997902915,[강화형 영웅][사수자리] 투사 켄타,997902915,9980200,98310,0
9804,997903000,[일반][사수자리] 정찰병 켄타 ,997903000,990001,98100,0
9850,997903001,[레어][사수자리] 정찰병 켄타 ,997903000,990001,98200,0
9936,997903002,[영웅][사수자리] 정찰병 켄타 ,997903000,990001,98300,0
9929,997903003,[전설][사수자리] 정찰병 켄타 ,997903000,990001,98300,0
9972,997903005,[강화형 레어][사수자리] 정찰병 켄타 ,997903005,9980100,98210,0
10006,997903015,[강화형 영웅][사수자리] 정찰병 켄타 ,997903015,9980200,98310,0
9805,997903100,[일반][사수자리] 투아 란테아 ,997903100,990001,98100,0
9851,997903101,[레어][사수자리] 투아 란테아 ,997903100,990001,98200,0
9937,997903102,[영웅][사수자리] 투아 란테아 ,997903100,990001,98300,0
9930,997903103,[전설][사수자리] 투아 란테아 ,997903100,990001,98300,0
9973,997903105,[강화형 레어][사수자리] 투아 란테아 ,997903105,9980100,98210,0
10007,997903115,[강화형 영웅][사수자리] 투아 란테아 ,997903115,9980200,98310,0
9806,997903200,[일반][사수자리] 투아 메를로 ,997903200,990001,98100,0
9852,997903201,[레어][사수자리] 투아 메를로 ,997903200,990001,98200,0
9938,997903202,[영웅][사수자리] 투아 메를로 ,997903200,990001,98300,0
9931,997903203,[전설][사수자리] 투아 메를로 ,997903200,990001,98300,0
9974,997903205,[강화형 레어][사수자리] 투아 메를로 ,997903205,9980100,98210,0
