f_NationCodeStr,BagNo,Level,Memo,ElementsNo,SuccessRateControlNo,CountControlNo,DropMoneyControlNo
0,98003560,1,파란 표지의 낡은 책 보물상자,98003560,98003560,98003560,0
0,98003570,1,보라색 박쥐 날개 보물상자,98003570,98003570,98003570,0
0,98003580,1,분홍 빛깔의 게몸통 보물상자,98003580,98003580,98003580,0
0,98003590,1,황금 별조각 보물상자,98003590,98003590,98003590,0
0,98003600,1,상어 지느러미 보물상자,98003600,98003600,98003600,0
0,98003610,1,몽글이 솜뭉치 보물상자,98003610,98003610,98003610,0
0,98003620,1,금색의 빛나는 뼈 보물상자,98003620,98003620,98003620,0
0,98003630,1,붕대로 감긴 발 보물상자,98003630,98003630,98003630,0
0,98003640,1,녹슬은 철제 투구 보물상자,98003640,98003640,98003640,0
0,98003650,1,허름한 허리끈 보물상자,98003650,98003650,98003650,0
0,98003660,1,타고 있는 숯 보물상자,98003660,98003660,98003660,0
0,98003670,1,일반 인챈트 룬스톤 보물상자,98003670,98003670,98003670,0
0,98003671,1,일반 인챈트 룬스톤 보물상자,98003671,0,0,0
0,98003680,1,무기 강화 가루 보물상자,98003680,98003680,98003680,0
0,98003682,1,무기 강화 가루 보물상자,98003680,1,7000014,0
0,98003690,1,방어구 강화 가루 보물상자,98003690,98003690,98003690,0
0,98003692,1,방어구 강화 가루 보물상자,98003690,1,7000020,0
0,98004330,1,물의 수호자 방어구 세트,98004330,98004330,98004330,0
0,98004340,1,불의 수호자 방어구 세트,98004340,98004340,98004340,0
0,98004400,1,인챈트의 신 가챠 [중국],98004400,98004400,98004400,0
0,98004401,1,인챈트의 신 가챠 [대만],98004401,98004401,98004401,0
0,98004402,1,인챈트의 신 가챠 [싱가폴],98004402,98004402,98004402,0
0,98004403,1,인챈트의 신 가챠 [유럽],98004403,98004403,98004403,0
0,98004404,1,"인챈트의 신 가챠 [태국,러시아]",98004404,98004404,98004404,0
0,98004405,1,인챈트의 신 가챠 [일본],98004405,98004405,98004405,0
0,98004406,1,인챈트의 신 가챠2 (국가공통),98004406,98004406,98004406,0
0,98004410,1,인챈트 보험 스크롤 상자,98004410,98004410,98004410,0
0,98004510,1,물의 수호자 가챠1 (국가공통),98004510,98004510,98004510,0
0,98004511,1,물의 수호자 가챠2 [중국],98004511,98004511,98004511,0
0,98004512,1,물의 수호자 가챠2 [대만],98004512,98004512,98004512,0
0,98004513,1,물의 수호자 가챠2 [싱가폴],98004513,98004513,98004513,0
0,98004514,1,물의 수호자 가챠2 [유럽],98004514,98004514,98004514,0
0,98004515,1,"물의 수호자 가챠2 [태국,러시아]",98004515,98004515,98004515,0
0,98004516,1,물의 수호자 가챠2 [일본],98004516,98004516,98004516,0
0,98004520,1,불의 수호자 가챠1 (국가공통),98004520,98004520,98004520,0
0,98004521,1,불의 수호자 가챠2 [중국],98004521,98004521,98004521,0
0,98004522,1,불의 수호자 가챠2 [대만],98004522,98004522,98004522,0
0,98004523,1,불의 수호자 가챠2 [싱가폴],98004523,98004523,98004523,0
0,98004524,1,불의 수호자 가챠2 [유럽],98004524,98004524,98004524,0
0,98004525,1,"불의 수호자 가챠2 [태국,러시아]",98004525,98004525,98004525,0
0,98004526,1,불의 수호자 가챠2 [일본],98004526,98004526,98004526,0
0,98004530,1,물의수호자 상의 세트,98004530,10030,1003,0
0,98004540,1,물의수호자 하의 세트,98004540,10030,1003,0
0,98004550,1,물의수호자 무기가챠,98004550,98004550,98004550,0
0,98004560,1,불의수호자 상의 세트,98004560,10030,1003,0
0,98004570,1,불의수호자 하의 세트,98004570,10030,1003,0
0,98004580,1,불의수호자 무기가챠,98004580,98004580,98004580,0
0,98004590,1,기억 전송카드 보물상자,98004590,98004590,98004590,0
0,98004600,1,불사조의 깃털 보물상자,98004600,98004600,98004600,0
0,98004610,1,강화 인챈트 보험 스크롤 보물상자,98004610,98004610,98004610,0
0,98004620,1,룬스톤 가챠A 1,98004620,98004620,8,0
0,98004630,1,펫 가챠A 1,98004630,98004630,1009,0
0,98004640,1,크로우의 깃털 보물상자,98004640,1,98004640,0
0,98004650,1,행운석 보물상자,98004650,1,98004650,0
0,98004660,1,순간이동 카드 보물상자,98004660,1,98004660,0
0,98004670,1,개조된 나무욕조(30일),98004670,1,1,0
0,98004680,1,휴식용 요람(30일),98004680,1,1,0
0,98004770,1,크리스마스 가짜 산타 몬스터백(대필드) (국가공통),98004770,98004770,8,10007
0,98004771,1,크리스마스 양말 가챠 [중국],98004771,98004771,8,0
0,98004772,1,크리스마스 양말 가챠 [대만],98004772,98004772,1008,0
0,98004773,1,크리스마스 양말 가챠 [싱가폴],98004773,98004773,1008,0
0,98004774,1,크리스마스 양말 가챠 [유럽],98004774,98004774,1008,0
0,98004775,1,"크리스마스 양말 가챠 [태국,러시아]",98004775,98004775,1008,0
0,98004776,1,크리스마스 양말 가챠 [일본],98004776,98004776,1008,0
0,98004780,1,크리스마스 선물 가챠 [중국],98004780,98004780,8,0
0,98004781,1,크리스마스 선물 가챠 [대만],98004781,98004781,8,0
0,98004782,1,크리스마스 선물 가챠 [싱가폴],98004782,98004782,8,0
0,98004783,1,크리스마스 선물 가챠 [유럽],98004783,98004783,8,0
0,98004784,1,"크리스마스 선물 가챠 [태국,러시아]",98004784,98004784,8,0
0,98004785,1,크리스마스 선물 가챠 [일본],98004785,98004785,8,0
0,98004788,1,크리스마스 코스튬 가챠 [일본],0,98004795,0,0
0,98004790,1,크리스마스 코스튬 가챠 [중국],98004790,98004790,1007,0
0,98004791,1,크리스마스 코스튬 가챠 [대만],98004791,10100,8,0
0,98004792,1,크리스마스 코스튬 가챠 [싱가폴],98004792,10100,8,0
0,98004793,1,크리스마스 코스튬 가챠 [유럽],98004793,10100,8,0
0,98004794,1,"크리스마스 코스튬 가챠 [태국,러시아]",98004794,10100,8,0
0,98004795,1,크리스마스 코스튬 가챠 [일본],98004795,10100,8,0
0,98004796,1,크리스마스 코스튬 가챠 [대만],0,98004791,0,0
0,98004797,1,크리스마스 코스튬 가챠 [싱가폴],0,98004792,0,0
0,98004798,1,크리스마스 코스튬 가챠 [유럽],0,98004793,0,0
0,98004799,1,"크리스마스 코스튬 가챠 [태국,러시아]",0,98004794,0,0
0,98004800,1,선물 보따리(전사용),98004800,10060,1006,0
0,98004810,1,선물 보따리(법사용),98004810,10060,1006,0
0,98004820,1,Mini 20% EXP Potion 보물상자,98004820,1,7000020,0
0,98004830,1,염왕 시리즈 보물상자,98004830,10080,1008,0
0,98004840,1,선물 보따리(도둑용),98004840,10060,1006,0
0,98004850,1,선물 보따리(궁수용),98004850,10060,1006,0
0,98004860,1,크리스마스 선물상자(중국추가요구),98004860,98004860,98004860,0
0,98004870,1,99YA 1레벨 신유저팩(전사용),98004870,10050,1005,0
0,98004880,1,99YA 5레벨 신유저팩(전사용),98004880,10050,1005,0
0,98004890,1,99YA 10레벨 신유저팩(전사용),98004890,10050,1005,0
0,98004900,1,99YA 1레벨 신유저팩(법사용),98004900,10050,1005,0
0,98004910,1,99YA 5레벨 신유저팩(법사용),98004910,10050,1005,0
0,98004920,1,99YA 10레벨 신유저팩(법사용),98004920,10050,1005,0
0,98004930,1,99YA 1레벨 신유저팩(궁수용),98004930,10050,1005,0
0,98004940,1,99YA 5레벨 신유저팩(궁수용),98004940,10050,1005,0
0,98004950,1,99YA 10레벨 신유저팩(궁수용),98004950,10050,1005,0
0,98004960,1,99YA 1레벨 신유저팩(도둑용),98004960,10050,1005,0
0,98004970,1,99YA 5레벨 신유저팩(도둑용),98004970,10050,1005,0
0,98004980,1,99YA 10레벨 신유저팩(도둑용),98004980,10050,1005,0
0,98004990,1,룬스톤 가챠A(싱가폴요청),98004990,98004990,8,0
0,98005000,1,크리스마스 펫 가챠A(싱가폴요청),98005000,98005000,1009,0
0,98005010,1,룬스톤 가챠A(북미요청),98005010,98005010,8,0
0,98005020,1,크리스마스 펫 가챠A(북미요청),98005020,98005020,8,0
0,98005030,1,크리스마스 가챠A(북미요청),98005030,98005030,8,0
0,98005040,1,초목이모자 가챠상자(30일 1개),98005040,98005040,1,0
0,98005050,1,소울 상자(999개),98005050,1,98005050,0
0,98005060,1,신행운석 가챠아이템 상자(10개),98005060,1,98005060,0
0,98005070,1,인챈트 보험스크롤 상자(2개),98005070,1,98005070,0
0,98005080,1,인챈트 보험스크롤 상자(5개),98005080,1,98005080,0
0,98005090,1,강화 인챈트 보험스크롤 상자(2개),98005090,1,98005090,0
0,98005100,1,기억전송카드 상자(15개),98005100,1,98005100,0
0,98005110,1,크로우의 깃털 상자(10개),98005110,1,98005110,0
0,98005120,1,경험치 1.2배 20분짜리 상자(2개),98005120,1,98005120,0
0,98005130,1,강화 확성기 상자(3개),98005130,1,98005130,0
0,98005140,1,일반 확성기 상자(7개),98005140,1,98005140,0
0,98005150,1,안전거품 상자(10개),98005150,1,98005150,0
0,98005160,1,순간이동카드 상자(10개),98005160,1,98005160,0
0,98005170,1,파티워프카드 상자(10개),98005170,1,98005170,0
0,98005180,1,화이트 산타패키지,98005180,10050,1005,0
0,98005190,1,레드 산타 패키지,98005190,10050,1005,0
0,98005200,1,그린 산타패키지,98005200,10050,1005,0
0,98005210,1,크리스마스 펫 가챠A(유럽),98005210,98005210,1009,0
0,98005220,1,크리스마스 가챠A(유럽),98005220,98005220,1009,0
0,98005230,1,일반 확성기 상자(10개),98005230,1,98005230,0
0,98005240,1,안전거품 상자(15개),98005240,1,98005240,0
0,98005250,1,경험치 1.2배 20분짜리 상자(5개),98005250,1,98005250,0
0,98005260,1,경험치 1.3배 20분짜리 상자(4개),98005260,1,98005260,0
0,98005270,1,경험치 1.4배 20분짜리 상자(3개),98005270,1,98005270,0
0,98005280,1,경험치 1.5배 20분짜리 상자(2개),98005280,1,98005280,0
0,98005290,1,고급가챠1(중국),98005290,98005290,1003,0
0,98005300,1,고급가챠2(중국),98005300,98005300,1003,0
0,98005310,1,레드산타 가챠(전사용)(중국),98005310,98005310,1009,0
0,98005320,1,레드산타 가챠(법사용)(중국),98005320,98005320,1009,0
0,98005330,1,레드산타 가챠(궁수용)(중국),98005330,98005330,1009,0
0,98005340,1,레드산타 가챠(도둑용)(중국),98005340,98005340,1009,0
0,98005350,1,크리스마스 눈사람 가챠(전사용)(중국),98005350,98005350,1009,0
0,98005360,1,크리스마스 눈사람 가챠(법사용)(중국),98005360,98005360,1009,0
0,98005370,1,크리스마스 눈사람 가챠(궁수용)(중국),98005370,98005370,1009,0
0,98005380,1,크리스마스 눈사람 가챠(도둑용)(중국),98005380,98005380,1009,0
0,98005390,1,돼지가챠(중국)_9개구성50%,98005390,98005390,1009,0
0,98005391,1,돼지가챠(중국)_4개구성50%,98005391,98005391,1004,0
0,98005400,1,인챈트 보험스크롤(3개),98005400,1,98005400,0
0,98005410,1,강화 인챈트 보험스크롤(4개),98005410,1,98005410,0
0,98005420,1,경험치 2배 증가 포션(1시간)(2개),98005420,1,98005420,0
0,98005430,1,파랑새의 깃털(15개),98005430,1,98005430,0
0,98005440,1,불사조의 깃털(7개),98005440,1,98005440,0
0,98005450,1,천사의 깃털(3개),98005450,1,98005450,0
0,98005460,1,크리스마스 눈사람세트 패키지,98005460,10050,1005,0
0,98005490,1,환정석(3개),98005490,1,98005490,0
0,98005600,1,OBT이벤트 풍선상자,98005600,98005600,1003,0
0,98005700,1,빌트카이져 선물상자(쿠폰보상),98005700,10060,1006,0
0,98005710,1,싸이런 선물상자(쿠폰보상),98005710,10060,1006,0
0,98005720,1,물의 수호자 선물상자(쿠폰보상),98005720,10070,1007,0
0,98005940,1,러브러브 복주머니(대만)랜덤지급,98005940,10030,1003,0
0,98005945,1,러브러브 복주머니(대만) 모두지급,98005945,10020,98005945,0
0,98006320,1,보석상자(가챠),98006320,10050,1005,0
0,98006370,1,발렌타인 풍선상자(가챠),98006370,98006370,98006370,0
0,98006380,1,발렌타인 선물상자(가챠),98006380,98006380,1008,0
0,98006650,1,경비대 명절 선물상자(가챠형),98006650,98006650,1005,0
0,98006655,1,대만구정 연수 몬스터백(대필드),98006655,98006655,98006655,10007
0,98007060,1,[일본]사쿠라 미션 난이도1 전Lv 보상백,98007060,1,1,0
0,98007070,1,[일본]사쿠라 미션 난이도2 전Lv 보상백,98007070,1,1,0
0,98007080,1,[일본]사쿠라 미션 난이도3 전Lv 보상백,98007080,1,1,0
0,98007090,1,[일본]사쿠라 미션 난이도4 전Lv 보상백,98007090,1,1,0
0,98007100,1,[일본]사쿠라 디펜스모드 전Lv 보상백,98007100,1,1,0
0,98014796,1,크리스마스 코스튬 가챠2 [중국],98014796,98014796,1008,0
0,98014797,1,크리스마스 코스튬 가챠2 [대만],98014797,10100,8,0
0,98014798,1,크리스마스 코스튬 가챠2 [싱가폴],98014798,10100,8,0
0,98014799,1,크리스마스 코스튬 가챠2 [유럽],98014799,10100,8,0
0,98014800,1,"크리스마스 코스튬 가챠2 [태국,러시아]",98014800,10100,8,0
0,98014801,1,크리스마스 코스튬 가챠2 [일본],98014801,10100,8,0
0,98014802,1,크리스마스 코스튬 가챠2 [대만],0,98014797,0,0
0,98014803,1,크리스마스 코스튬 가챠2 [싱가폴],0,98014798,0,0
0,98014804,1,크리스마스 코스튬 가챠2 [유럽],0,98014799,0,0
0,98014805,1,"크리스마스 코스튬 가챠2 [태국,러시아]",0,98014800,0,0
0,98014806,1,크리스마스 코스튬 가챠2 [일본],0,98014801,0,0
0,98100091,1,레어 코스튬 가챠1(싱가폴),98100091,98100091,98100091,0
0,98100095,1,트랜스포머 코스튬 A,98100095,98100095,98100095,0
0,98100096,1,트랜스포머 코스튬 B,98100096,98100096,98100096,0
0,98100101,1,레어 코스튬 가챠2(싱가폴),98100101,98100101,98100101,0
0,98100105,1,트랜스포머 코스튬 C,98100105,98100105,98100105,0
0,98100106,1,트랜스포머 코스튬 D,98100106,98100106,98100106,0
0,98100120,1,순간이동 카드 선물상자,98100120,98100120,98100120,0
0,98100131,1,할로윈 가차(잭오랜턴),98100131,98100131,98100131,0
0,98100132,1,할로윈 가차(잭오랜턴),98100132,98100132,98100132,0
0,98100133,1,할로윈 코스튬(잭오랜턴),98100133,98100133,98100133,0
0,98100141,1,할로윈 가차(드라큘라),98100141,98100141,98100141,0
0,98100142,1,할로윈 가차(드라큘라),98100142,98100142,98100142,0
0,98100143,1,할로윈 코스튬(드라큘라),98100143,98100143,98100143,0
0,98100151,1,할로윈 가차(늑대인간),98100151,98100151,98100151,0
0,98100152,1,할로윈 가차(늑대인간),98100152,98100152,98100152,0
0,98100153,1,할로윈 코스튬(늑대인간),98100153,98100153,98100153,0
0,98100161,1,할로윈 가차(키티캣),98100161,98100161,98100161,0
0,98100162,1,할로윈 가차(키티캣),98100162,98100162,98100162,0
0,98100163,1,할로윈 코스튬(키티캣),98100163,98100163,98100163,0
0,98100171,1,할로윈 가차(해골맨),98100171,98100171,98100171,0
0,98100172,1,할로윈 가차(해골맨),98100172,98100172,98100172,0
0,98100173,1,할로윈 코스튬(해골맨),98100173,98100173,98100173,0
0,98100181,1,할로윈 가차(데빌맨),98100181,98100181,98100181,0
0,98100182,1,할로윈 가차(데빌맨),98100182,98100182,98100182,0
0,98100183,1,할로윈 코스튬(데빌맨),98100183,98100183,98100183,0
0,98100191,1,할로윈 가차(마녀),98100191,98100191,98100191,0
0,98100192,1,할로윈 가차(마녀),98100192,98100192,98100192,0
0,98100193,1,할로윈 코스튬(마녀),98100193,98100193,98100193,0
0,98100200,1,룬스톤 가챠상자,98100200,98100200,98100200,0
0,98100210,1,파혼석 가챠상자,98100210,98100210,98100210,0
0,98100220,1,경험치 2배 증가 포션(1시간) 보물상자,98100220,1,98100220,0
0,98100230,1,경험치 50% 증가 포션 보물상자,98100230,1,98100230,0
0,98100240,1,파랑새의 깃털 보물상자,98100240,1,98100240,0
0,98100250,1,불사조의 깃털 보물상자,98100250,1,98100250,0
0,98100260,1,천사의 깃털 보물상자,98100260,1,98100260,0
0,98100270,1,일반 확성기 보물상자,98100270,1,98100270,0
0,98100280,1,강화 확성기 보물상자,98100280,1,98100280,0
0,98100290,1,파티 워프 카드 보물상자,98100290,1,98100290,0
0,98100300,1,순간이동 카드 보물상자,98100300,1,98100300,0
0,98100310,1,인챈트 보험 스크롤 상자,98100310,1,98100310,0
0,98100320,1,강화 인챈트 보험스크롤 보물상자,98100320,1,98100320,0
0,98100330,1,일반 인챈트 룬스톤 보물상자,98100330,1,98100330,0
0,98100340,1,[펫가챠] 전투펫 캐시소모품1,98100340,10100,8,0
0,98100350,1,[펫가챠] 전투펫 캐시코스튬1,98100350,10090,1009,0
0,98100351,1,[펫가챠] 전투펫 캐시코스튬2,98100351,10090,1009,0
0,99607420,1,새봄맞이 티켓(초급),99607420,99607420,99607420,790106
0,99607420,31,새봄맞이 티켓(중급),99607430,99607430,99607430,790106
0,99607420,51,새봄맞이 티켓(상급),99607440,99607440,99607440,790106
0,99607420,71,새봄맞이 티켓(최상급),99607450,99607450,99607450,790106
0,99629645,1,즉석가공 아이스크림 요리 백 (경험치 50%),99629645,99629645,99629645,0
0,99629655,1,즉석가공 빙수 마력추출 백 (채집스킬 2.5초 감소),99629655,99629655,99629655,0
0,99629665,1,즉석가공 얼음 찜질팩 즉석 세공 백 (골드획득 50%),99629665,99629665,99629665,0
0,99800125,1,화염속성 잡탬-퀘스트용,99800125,99800125,99800125,0
0,99800730,1,붉은 여우 삼각지 정예 2 기니어베럴 액세서리 세트 반지,99800730,99800730,99800730,10066
0,99800740,1,붉은 여우 삼각지 정예 3 메탈 캄파링 액세서리 세트 귀걸이,99800740,99800740,99800740,10066
0,99800750,1,붉은 여우 삼각지 정예 1 혼드골렘 액세서리 세트 목걸이,99800750,99800750,99800750,10066
0,99800760,1,붉은여우 삼각지 보스 보상 하이드론 악세4종,99800760,99800760,99800760,10066
0,99800770,1,하이드론 포션-공격형,99800770,99800770,99800770,10066
0,99800780,1,하이드론 포션-방어형,99800780,99800780,99800780,10066
0,99800790,1,하이드론 포션-머리크게형,99800790,99800790,99800790,10066
0,99801521,1,화염 정령의 보물상자,99801521,99801521,99801521,10066
0,99801525,1,화염 정령의 보물상자,99801525,99801525,99801525,0
0,99801531,1,냉기 정령의 보물상자,99801531,99801531,99801531,10066
0,99801535,1,냉기 정령의 보물상자,99801535,99801535,99801535,0
0,99801541,1,자연 정령의 보물상자,99801541,99801541,99801541,10066
0,99801545,1,자연 정령의 보물상자,99801545,99801545,99801545,0
0,99801551,1,저주 정령의 보물상자,99801551,99801551,99801551,10066
0,99801555,1,저주 정령의 보물상자,99801555,99801555,99801555,0
0,99801561,1,파괴 정령의 보물상자,99801561,99801561,99801561,10066
0,99801565,1,파괴 정령의 보물상자,99801565,99801565,99801565,0
0,99801571,1,혼돈 정령의 보물상자,99801571,99801571,99801571,10066
0,99801575,1,혼돈 정령의 보물상자,99801575,99801575,99801575,0
0,99801581,1,상급 화염 정령의 보물상자,99801581,99801581,99801581,10066
0,99801585,1,상급 화염 정령의 보물상자,99801585,99801585,99801585,0
0,99801591,1,상급 냉기 정령의 보물상자,99801591,99801591,99801591,10066
0,99801595,1,상급 냉기 정령의 보물상자,99801595,99801595,99801595,0
0,99801601,1,상급 자연 정령의 보물상자,99801601,99801601,99801601,10066
0,99801605,1,상급 자연 정령의 보물상자,99801605,99801605,99801605,0
0,99801611,1,상급 저주 정령의 보물상자,99801611,99801611,99801611,10066
0,99801615,1,상급 저주 정령의 보물상자,99801615,99801615,99801615,0
0,99801621,1,상급 파괴 정령의 보물상자,99801621,99801621,99801621,10066
0,99801625,1,상급 파괴 정령의 보물상자,99801625,99801625,99801625,0
0,99801631,1,상급 혼돈 정령의 보물상자,99801631,99801631,99801631,10066
0,99801635,1,상급 혼돈 정령의 보물상자,99801635,99801635,99801635,0
0,99801641,1,최상급 화염 정령의 보물상자,99801641,99801641,99801641,10066
0,99801645,1,최상급 화염 정령의 보물상자,99801645,99801645,99801645,0
0,99801651,1,최상급 냉기 정령의 보물상자,99801651,99801651,99801651,10066
0,99801655,1,최상급 냉기 정령의 보물상자,99801655,99801655,99801655,0
0,99801661,1,최상급 자연 정령의 보물상자,99801661,99801661,99801661,10066
0,99801665,1,최상급 자연 정령의 보물상자,99801665,99801665,99801665,0
0,99801671,1,최상급 저주 정령의 보물상자,99801671,99801671,99801671,10066
0,99801675,1,최상급 저주 정령의 보물상자,99801675,99801675,99801675,0
0,99801681,1,최상급 파괴 정령의 보물상자,99801681,99801681,99801681,10066
0,99801685,1,최상급 파괴 정령의 보물상자,99801685,99801685,99801685,0
0,99801691,1,최상급 혼돈 정령의 보물상자,99801691,99801691,99801691,10066
0,99801695,1,최상급 혼돈 정령의 보물상자,99801695,99801695,99801695,0
0,99801705,1,화염정령석 결과물(하급),99801705,99801705,99801705,0
0,99801707,1,화염정령석 드랍(하급),99801707,99801707,99801707,0
0,99801709,1,공통 정령던전 1구간 (40~49)확률,0,99801709,0,10066
0,99801715,1,냉기정령석 결과물(하급),99801715,99801715,99801715,0
0,99801717,1,냉기정령석 드랍(하급),99801717,99801717,99801717,0
0,99801719,1,공통 정령던전 2구간 (50~59)확률,0,99801719,0,10066
0,99801725,1,자연정령석 결과물(하급),99801725,99801725,99801725,0
0,99801727,1,자연정령석 드랍(하급),99801727,99801727,99801727,0
0,99801729,1,공통 정령던전 3구간 (60~69)확률,0,99801729,0,10066
0,99801735,1,저주정령석 결과물(하급),99801735,99801735,99801735,0
0,99801737,1,저주정령석 드랍(하급),99801737,99801737,99801737,0
0,99801739,1,공통 정령던전 1구간 정예 (40~49)확률,0,99801739,0,10066
0,99801745,1,파괴정령석 결과물(하급),99801745,99801745,99801745,0
0,99801747,1,파괴정령석 드랍(하급),99801747,99801747,99801747,0
0,99801749,1,공통 정령던전 2구간 정예 (50~59)확률,0,99801749,0,10066
0,99801755,1,혼합정령석 결과물(하급),99801755,99801755,99801755,0
0,99801757,1,혼합정령석 드랍(하급),99801757,99801757,99801757,0
0,99801759,1,공통 정령던전 3구간 정예 (60~69)확률,0,99801759,0,10066
0,99801765,1,화염정령석 결과물(중급),99801765,99801765,99801765,0
0,99801767,1,화염정령석 드랍(중급),99801767,99801767,99801767,0
0,99801769,1,공통 정령던전 1구간 보스 (40~49)확률,0,99801769,0,10066
0,99801779,1,공통 정령던전 2구간 보스 (50~59)확률,0,99801779,0,10066
0,99801785,1,냉기정령석 결과물(중급),99801785,99801785,99801785,0
0,99801787,1,냉기정령석 드랍(중급),99801787,99801787,99801787,0
0,99801789,1,공통 정령던전 3구간 보스 (60~69)확률,0,99801789,0,10066
0,99801795,1,자연정령석 결과물(중급),99801795,99801795,99801795,0
0,99801797,1,자연정령석 드랍(중급),99801797,99801797,99801797,0
0,99801805,1,저주정령석 결과물(중급),99801805,99801805,99801805,0
0,99801807,1,저주정령석 드랍(중급),99801807,99801807,99801807,0
0,99801815,1,파괴정령석 결과물(중급),99801815,99801815,99801815,0
0,99801817,1,파괴정령석 드랍(중급),99801817,99801817,99801817,0
0,99801825,1,혼합정령석 결과물(중급),99801825,99801825,99801825,0
0,99801827,1,혼합정령석 드랍(중급),99801827,99801827,99801827,0
0,99801835,1,화염정령석 결과물(상급),99801835,99801835,99801835,0
0,99801837,1,화염정령석 드랍(상급),99801837,99801837,99801837,0
0,99801845,1,냉기정령석 결과물(상급),99801845,99801845,99801845,0
0,99801847,1,냉기정령석 드랍(상급),99801847,99801847,99801847,0
0,99801855,1,자연정령석 결과물(상급),99801855,99801855,99801855,0
0,99801857,1,자연정령석 드랍(상급),99801857,99801857,99801857,0
0,99801865,1,저주정령석 결과물(상급),99801865,99801865,99801865,0
0,99801867,1,저주정령석 드랍(상급),99801867,99801867,99801867,0
0,99801875,1,파괴정령석 결과물(상급),99801875,99801875,99801875,0
0,99801877,1,파괴정령석 드랍(상급),99801877,99801877,99801877,0
0,99801885,1,혼합정령석 결과물(상급),99801885,99801885,99801885,0
0,99801887,1,혼합정령석 드랍(상급),99801887,99801887,99801887,0
0,99801895,1,화염정령석 결과물(최상급),99801895,99801895,99801895,0
0,99801897,1,화염정령석 드랍(최상급),99801897,99801897,99801897,0
0,99801905,1,냉기정령석 결과물(최상급),99801905,99801905,99801905,0
0,99801907,1,냉기정령석 드랍(최상급),99801907,99801907,99801907,0
0,99801915,1,자연정령석 결과물(최상급),99801915,99801915,99801915,0
0,99801917,1,자연정령석 드랍(최상급),99801917,99801917,99801917,0
0,99801925,1,저주정령석 결과물(최상급),99801925,99801925,99801925,0
0,99801927,1,저주정령석 드랍(최상급),99801927,99801927,99801927,0
0,99801935,1,파괴정령석 결과물(최상급),99801935,99801935,99801935,0
0,99801937,1,파괴정령석 드랍(최상급),99801937,99801937,99801937,0
0,99801945,1,혼합정령석 결과물(최상급),99801945,99801945,99801945,0
0,99801947,1,혼합정령석 드랍(최상급),99801947,99801947,99801947,0
0,99803530,1,[점령전 인스턴트 아이템]hp+mp 회복,99803530,99803530,99803530,0
0,99803540,1,[점령전 인스턴트 아이템]점령포인트 증가,99803540,99803540,99803540,0
0,99803550,1,[점령전 인스턴트 아이템]공격력 증가,99803550,99803550,99803550,0
0,99803560,1,[점령전 인스턴트 아이템]이동속도 증가,99803560,99803560,99803560,0
0,99803570,1,[점령전 인스턴트 아이템]봄버맨,99803570,99803570,99803570,0
0,99803580,1,러브러브 인스턴트아이템 빨곰,99803580,99803580,99803580,0
0,99803585,1,러브러브 인스턴트아이템 빨곰,99803585,99803585,99803585,0
0,99803590,1,러브러브 인스턴트아이템 파란곰,99803590,99803590,99803590,0
0,99803595,1,러브러브 인스턴트아이템 파란곰,99803595,99803595,99803595,0
0,99803600,1,[별자리 던전]인스턴트 구슬 아이템,99803600,99803600,99803600,0
0,100000000,1,Rarity Control - Field,0,100000000,0,0
0,100000001,1,Rarity Control - Mission,0,100000001,0,0
0,100000002,1,Rarity Control - Missionlv1,0,100000002,0,0
0,100000003,1,Rarity Control - Missionlv2,0,100000003,0,0
0,100000004,1,Rarity Control - Missionlv3,0,100000004,0,0
0,100000005,1,Rarity Control - Missionlv4,0,100000005,0,0
0,100000008,1,Rarity Control - Box,0,100000008,0,0
0,100000009,1,일반 / 고급/ 스페셜,0,100000009,0,0
0,100000010,1,일반 / 고급/ 스페셜/ 유물,0,100000010,0,0
0,100000011,1,일반 / 고급/ 스페셜/ 유물,0,100000011,0,0
0,100000012,1,일반 / 고급/ 스페셜/ 유물,0,100000012,0,0
0,100000013,1,0~9까지 될 확률,0,100000013,0,0
0,100000014,1,10~15까지 될 확률,0,100000014,0,0
0,100000101,1,GM용 레어도 명령어,0,100000101,0,0
0,100000102,1,GM용 레어도 명령어,0,100000102,0,0
0,100000103,1,GM용 레어도 명령어,0,100000103,0,0
0,100000104,1,GM용 레어도 명령어,0,100000104,0,0
0,100000105,1,GM용 레어도 명령어,0,100000105,0,0
0,100000201,1,Rarity Control - 보석 교환기,0,100000201,0,0
0,119202080,1,[지하던전] 아누쿠스 방어구 백 1 (투구0.2/나머지0.6),119202080,119202080,119202080,0
0,119202200,1,[지하던전] 아누쿠스 방어구 백 2,119202200,119202200,119202200,0
0,119202320,1,[지하던전] 아누쿠스 방어구 백 3,119202320,119202320,119202320,0
0,119202440,1,[지하던전] 아누쿠스 방어구 백 4,119202440,119202440,119202440,0
0,119202450,1,[지하던전] 아누쿠스 방어구 백 용족,119202450,119202450,119202450,0
0,119202570,1,[지하던전] 액세서리 백,119202570,119202570,119202570,0
0,119202590,1,[염왕개선] 화염의 벨트 6종,119202590,119202590,119202590,0
0,119202595,1,"[염왕개선] 어드밴스, 소비, 보석, 재료 그룹확률",119202595,119202595,119202595,0
0,119202690,1,[염왕개선] 화염의 반지 6종,119202690,119202690,119202690,0
0,119202790,1,[염왕개선] 화염의 귀걸이 6종,119202790,119202790,119202790,0
