IDX,f_NationCodeStr,ContainerNo,Memo,SuccessRateControlNo,BagGrpNo01,BagGrpNo02,BagGrpNo03,BagGrpNo04,BagGrpNo05,BagGrpNo06,BagGrpNo07,BagGrpNo08,BagGrpNo09,BagGrpNo10,RewardItem
3339,0,1202120,카오스 숙련된 용자의 길 난이도 2 S,1202120,60000641,1105100,50900010,1100015,0,0,0,0,0,0,50902100
3340,0,1202130,카오스 숙련된 용자의 길 난이도 2 A,1202130,60000641,1105100,0,1100015,0,0,0,0,0,0,50902110
3341,0,1202140,카오스 숙련된 용자의 길 난이도 2 B,1202140,60000641,1105100,0,1100015,0,0,0,0,0,0,50902120
3342,0,1202150,카오스 숙련된 용자의 길 난이도 2 C,1202150,60000641,1105100,0,1100015,0,0,0,0,0,0,50902130
3343,0,1202160,카오스 숙련된 용자의 길 난이도 2 D,1202160,60000641,1105100,0,0,0,0,0,0,0,0,50902140
3344,0,1202170,카오스 숙련된 용자의 길 난이도 2 E,1202170,60000641,1105100,0,0,0,0,0,0,0,0,0
3345,0,1202180,카오스 숙련된 용자의 길 난이도 2 F,0,60000641,1105100,0,0,0,0,0,0,0,0,0
3346,0,1202190,카오스 숙련된 용자의 길 난이도 3 SSS,1202190,60000711,1105190,50900010,1100015,0,0,0,0,0,0,50902080
3347,0,1202200,카오스 숙련된 용자의 길 난이도 3 SS,1202200,60000711,1105190,50900010,1100015,0,0,0,0,0,0,50902090
3348,0,1202210,카오스 숙련된 용자의 길 난이도 3 S,1202210,60000711,1105190,50900010,1100015,0,0,0,0,0,0,50902100
3349,0,1202220,카오스 숙련된 용자의 길 난이도 3 A,1202220,60000711,1105190,0,1100015,0,0,0,0,0,0,50902110
3350,0,1202230,카오스 숙련된 용자의 길 난이도 3 B,1202230,60000711,1105190,0,1100015,0,0,0,0,0,0,50902120
3351,0,1202240,카오스 숙련된 용자의 길 난이도 3 C,1202240,60000711,1105190,0,1100015,0,0,0,0,0,0,50902130
3352,0,1202250,카오스 숙련된 용자의 길 난이도 3 D,1202250,60000711,1105190,0,0,0,0,0,0,0,0,50902140
3353,0,1202260,카오스 숙련된 용자의 길 난이도 3 E,1202260,60000711,1105190,0,0,0,0,0,0,0,0,0
3354,0,1202270,카오스 숙련된 용자의 길 난이도 3 F,0,60000711,1105190,0,0,0,0,0,0,0,0,0
3355,0,1202280,카오스 숙련된 용자의 길 난이도 4 SSS,1202280,60000721,1105280,50900010,1100015,0,0,0,0,0,0,50902080
3356,0,1202290,카오스 숙련된 용자의 길 난이도 4 SS,1202290,60000721,1105280,50900010,1100015,0,0,0,0,0,0,50902090
3357,0,1202300,카오스 숙련된 용자의 길 난이도 4 S,1202300,60000721,1105280,50900010,1100015,0,0,0,0,0,0,50902100
3358,0,1202310,카오스 숙련된 용자의 길 난이도 4 A,1202310,60000721,1105280,0,1100015,0,0,0,0,0,0,50902110
3359,0,1202320,카오스 숙련된 용자의 길 난이도 4 B,1202320,60000721,1105280,0,1100015,0,0,0,0,0,0,50902120
3360,0,1202330,카오스 숙련된 용자의 길 난이도 4 C,1202330,60000721,1105280,0,1100015,0,0,0,0,0,0,50902130
3361,0,1202340,카오스 숙련된 용자의 길 난이도 4 D,1202340,60000721,1105280,0,0,0,0,0,0,0,0,50902140
3362,0,1202350,카오스 숙련된 용자의 길 난이도 4 E,1202350,60000721,1105280,0,0,0,0,0,0,0,0,0
3363,0,1202360,카오스 숙련된 용자의 길 난이도 4 F,0,60000721,1105280,0,0,0,0,0,0,0,0,0
3364,0,1203010,카오스 배신자의 고개 난이도 1 SSS,1203010,60000731,1106010,50900010,1100015,0,0,0,0,0,0,50902220
3365,0,1203020,카오스 배신자의 고개 난이도 1 SS,1203020,60000731,1106010,50900010,1100015,0,0,0,0,0,0,50902230
3366,0,1203030,카오스 배신자의 고개 난이도 1 S,1203030,60000731,1106010,50900010,1100015,0,0,0,0,0,0,50902240
3367,0,1203040,카오스 배신자의 고개 난이도 1 A,1203040,60000731,1106010,0,1100015,0,0,0,0,0,0,50902250
3368,0,1203050,카오스 배신자의 고개 난이도 1 B,1203050,60000731,1106010,0,1100015,0,0,0,0,0,0,50902260
3369,0,1203060,카오스 배신자의 고개 난이도 1 C,1203060,60000731,1106010,0,1100015,0,0,0,0,0,0,50902270
3370,0,1203070,카오스 배신자의 고개 난이도 1 D,1203070,60000731,1106010,0,0,0,0,0,0,0,0,50902280
3371,0,1203080,카오스 배신자의 고개 난이도 1 E,1203080,60000731,1106010,0,0,0,0,0,0,0,0,0
3372,0,1203090,카오스 배신자의 고개 난이도 1 F,0,60000731,1106010,0,0,0,0,0,0,0,0,0
3373,0,1203100,카오스 배신자의 고개 난이도 2 SSS,1203100,60000741,1106100,50900010,1100015,0,0,0,0,0,0,50902220
3374,0,1203110,카오스 배신자의 고개 난이도 2 SS,1203110,60000741,1106100,50900010,1100015,0,0,0,0,0,0,50902230
3375,0,1203120,카오스 배신자의 고개 난이도 2 S,1203120,60000741,1106100,50900010,1100015,0,0,0,0,0,0,50902240
3376,0,1203130,카오스 배신자의 고개 난이도 2 A,1203130,60000741,1106100,0,1100015,0,0,0,0,0,0,50902250
3377,0,1203140,카오스 배신자의 고개 난이도 2 B,1203140,60000741,1106100,0,1100015,0,0,0,0,0,0,50902260
3378,0,1203150,카오스 배신자의 고개 난이도 2 C,1203150,60000741,1106100,0,1100015,0,0,0,0,0,0,50902270
3379,0,1203160,카오스 배신자의 고개 난이도 2 D,1203160,60000741,1106100,0,0,0,0,0,0,0,0,50902280
3380,0,1203170,카오스 배신자의 고개 난이도 2 E,1203170,60000741,1106100,0,0,0,0,0,0,0,0,0
3381,0,1203180,카오스 배신자의 고개 난이도 2 F,0,60000741,1106100,0,0,0,0,0,0,0,0,0
3382,0,1203190,카오스 배신자의 고개 난이도 3 SSS,1203190,60000811,1106190,50900010,1100015,0,0,0,0,0,0,50902220
3383,0,1203200,카오스 배신자의 고개 난이도 3 SS,1203200,60000811,1106190,50900010,1100015,0,0,0,0,0,0,50902230
3384,0,1203210,카오스 배신자의 고개 난이도 3 S,1203210,60000811,1106190,50900010,1100015,0,0,0,0,0,0,50902240
3385,0,1203220,카오스 배신자의 고개 난이도 3 A,1203220,60000811,1106190,0,1100015,0,0,0,0,0,0,50902250
3386,0,1203230,카오스 배신자의 고개 난이도 3 B,1203230,60000811,1106190,0,1100015,0,0,0,0,0,0,50902260
3387,0,1203240,카오스 배신자의 고개 난이도 3 C,1203240,60000811,1106190,0,1100015,0,0,0,0,0,0,50902270
3388,0,1203250,카오스 배신자의 고개 난이도 3 D,1203250,60000811,1106190,0,0,0,0,0,0,0,0,50902280
3389,0,1203260,카오스 배신자의 고개 난이도 3 E,1203260,60000811,1106190,0,0,0,0,0,0,0,0,0
3390,0,1203270,카오스 배신자의 고개 난이도 3 F,0,60000811,1106190,0,0,0,0,0,0,0,0,0
3391,0,1203280,카오스 배신자의 고개 난이도 4 SSS,1203280,60000821,1106280,50900010,1100015,0,0,0,0,0,0,50902220
3392,0,1203290,카오스 배신자의 고개 난이도 4 SS,1203290,60000821,1106280,50900010,1100015,0,0,0,0,0,0,50902230
3393,0,1203300,카오스 배신자의 고개 난이도 4 S,1203300,60000821,1106280,50900010,1100015,0,0,0,0,0,0,50902240
3394,0,1203310,카오스 배신자의 고개 난이도 4 A,1203310,60000821,1106280,0,1100015,0,0,0,0,0,0,50902250
3395,0,1203320,카오스 배신자의 고개 난이도 4 B,1203320,60000821,1106280,0,1100015,0,0,0,0,0,0,50902260
3396,0,1203330,카오스 배신자의 고개 난이도 4 C,1203330,60000821,1106280,0,1100015,0,0,0,0,0,0,50902270
3397,0,1203340,카오스 배신자의 고개 난이도 4 D,1203340,60000821,1106280,0,0,0,0,0,0,0,0,50902280
3398,0,1203350,카오스 배신자의 고개 난이도 4 E,1203350,60000821,1106280,0,0,0,0,0,0,0,0,0
3399,0,1203360,카오스 배신자의 고개 난이도 4 F,0,60000821,1106280,0,0,0,0,0,0,0,0,0
3400,0,1204010,카오스 망각의 협곡 난이도 1 SSS,1204010,60000831,1107010,50900010,1100015,0,0,0,0,0,0,50902290
3401,0,1204020,카오스 망각의 협곡 난이도 1 SS,1204020,60000831,1107010,50900010,1100015,0,0,0,0,0,0,50902300
3402,0,1204030,카오스 망각의 협곡 난이도 1 S,1204030,60000831,1107010,50900010,1100015,0,0,0,0,0,0,50902310
3403,0,1204040,카오스 망각의 협곡 난이도 1 A,1204040,60000831,1107010,0,1100015,0,0,0,0,0,0,50902320
3404,0,1204050,카오스 망각의 협곡 난이도 1 B,1204050,60000831,1107010,0,1100015,0,0,0,0,0,0,50902330
3405,0,1204060,카오스 망각의 협곡 난이도 1 C,1204060,60000831,1107010,0,1100015,0,0,0,0,0,0,50902340
3406,0,1204070,카오스 망각의 협곡 난이도 1 D,1204070,60000831,1107010,0,0,0,0,0,0,0,0,50902350
3407,0,1204080,카오스 망각의 협곡 난이도 1 E,1204080,60000831,1107010,0,0,0,0,0,0,0,0,0
3408,0,1204090,카오스 망각의 협곡 난이도 1 F,0,60000831,1107010,0,0,0,0,0,0,0,0,0
3409,0,1204100,카오스 망각의 협곡 난이도 2 SSS,1204100,60000841,1107100,50900010,1100015,0,0,0,0,0,0,50902290
3410,0,1204110,카오스 망각의 협곡 난이도 2 SS,1204110,60000841,1107100,50900010,1100015,0,0,0,0,0,0,50902300
3411,0,1204120,카오스 망각의 협곡 난이도 2 S,1204120,60000841,1107100,50900010,1100015,0,0,0,0,0,0,50902310
3412,0,1204130,카오스 망각의 협곡 난이도 2 A,1204130,60000841,1107100,0,1100015,0,0,0,0,0,0,50902320
3413,0,1204140,카오스 망각의 협곡 난이도 2 B,1204140,60000841,1107100,0,1100015,0,0,0,0,0,0,50902330
3414,0,1204150,카오스 망각의 협곡 난이도 2 C,1204150,60000841,1107100,0,1100015,0,0,0,0,0,0,50902340
3415,0,1204160,카오스 망각의 협곡 난이도 2 D,1204160,60000841,1107100,0,0,0,0,0,0,0,0,50902350
3416,0,1204170,카오스 망각의 협곡 난이도 2 E,1204170,60000841,1107100,0,0,0,0,0,0,0,0,0
3417,0,1204180,카오스 망각의 협곡 난이도 2 F,0,60000841,1107100,0,0,0,0,0,0,0,0,0
3418,0,1204190,카오스 망각의 협곡 난이도 3 SSS,1204190,60000911,1107190,50900010,1100015,0,0,0,0,0,0,50902290
3419,0,1204200,카오스 망각의 협곡 난이도 3 SS,1204200,60000911,1107190,50900010,1100015,0,0,0,0,0,0,50902300
3420,0,1204210,카오스 망각의 협곡 난이도 3 S,1204210,60000911,1107190,50900010,1100015,0,0,0,0,0,0,50902310
3421,0,1204220,카오스 망각의 협곡 난이도 3 A,1204220,60000911,1107190,0,1100015,0,0,0,0,0,0,50902320
3422,0,1204230,카오스 망각의 협곡 난이도 3 B,1204230,60000911,1107190,0,1100015,0,0,0,0,0,0,50902330
3423,0,1204240,카오스 망각의 협곡 난이도 3 C,1204240,60000911,1107190,0,1100015,0,0,0,0,0,0,50902340
3424,0,1204250,카오스 망각의 협곡 난이도 3 D,1204250,60000911,1107190,0,0,0,0,0,0,0,0,50902350
3425,0,1204260,카오스 망각의 협곡 난이도 3 E,1204260,60000911,1107190,0,0,0,0,0,0,0,0,0
3426,0,1204270,카오스 망각의 협곡 난이도 3 F,0,60000911,1107190,0,0,0,0,0,0,0,0,0
3427,0,1204280,카오스 망각의 협곡 난이도 4 SSS,1204280,60000921,1107280,50900010,1100015,0,0,0,0,0,0,50902290
3428,0,1204290,카오스 망각의 협곡 난이도 4 SS,1204290,60000921,1107280,50900010,1100015,0,0,0,0,0,0,50902300
3429,0,1204300,카오스 망각의 협곡 난이도 4 S,1204300,60000921,1107280,50900010,1100015,0,0,0,0,0,0,50902310
3430,0,1204310,카오스 망각의 협곡 난이도 4 A,1204310,60000921,1107280,0,1100015,0,0,0,0,0,0,50902320
3431,0,1204320,카오스 망각의 협곡 난이도 4 B,1204320,60000921,1107280,0,1100015,0,0,0,0,0,0,50902330
3432,0,1204330,카오스 망각의 협곡 난이도 4 C,1204330,60000921,1107280,0,1100015,0,0,0,0,0,0,50902340
3433,0,1204340,카오스 망각의 협곡 난이도 4 D,1204340,60000921,1107280,0,0,0,0,0,0,0,0,50902350
3434,0,1204350,카오스 망각의 협곡 난이도 4 E,1204350,60000921,1107280,0,0,0,0,0,0,0,0,0
3435,0,1204360,카오스 망각의 협곡 난이도 4 F,0,60000921,1107280,0,0,0,0,0,0,0,0,0
3436,0,1205010,카오스 수염고래 해안가 난이도 1 SSS,1205010,60000931,1109010,50900010,1100015,0,0,0,0,0,0,50902360
3437,0,1205020,카오스 수염고래 해안가 난이도 1 SS,1205020,60000931,1109010,50900010,1100015,0,0,0,0,0,0,50902370
3438,0,1205030,카오스 수염고래 해안가 난이도 1 S,1205030,60000931,1109010,50900010,1100015,0,0,0,0,0,0,50902380
3439,0,1205040,카오스 수염고래 해안가 난이도 1 A,1205040,60000931,1109010,0,1100015,0,0,0,0,0,0,50902390
3440,0,1205050,카오스 수염고래 해안가 난이도 1 B,1205050,60000931,1109010,0,1100015,0,0,0,0,0,0,50902400
3441,0,1205060,카오스 수염고래 해안가 난이도 1 C,1205060,60000931,1109010,0,1100015,0,0,0,0,0,0,50902410
3442,0,1205070,카오스 수염고래 해안가 난이도 1 D,1205070,60000931,1109010,0,0,0,0,0,0,0,0,50902420
3443,0,1205080,카오스 수염고래 해안가 난이도 1 E,1205080,60000931,1109010,0,0,0,0,0,0,0,0,0
3444,0,1205090,카오스 수염고래 해안가 난이도 1 F,0,60000931,1109010,0,0,0,0,0,0,0,0,0
3445,0,1205100,카오스 수염고래 해안가 난이도 2 SSS,1205100,60000941,1109100,50900010,1100015,0,0,0,0,0,0,50902360
3446,0,1205110,카오스 수염고래 해안가 난이도 2 SS,1205110,60000941,1109100,50900010,1100015,0,0,0,0,0,0,50902370
3447,0,1205120,카오스 수염고래 해안가 난이도 2 S,1205120,60000941,1109100,50900010,1100015,0,0,0,0,0,0,50902380
3448,0,1205130,카오스 수염고래 해안가 난이도 2 A,1205130,60000941,1109100,0,1100015,0,0,0,0,0,0,50902390
3449,0,1205140,카오스 수염고래 해안가 난이도 2 B,1205140,60000941,1109100,0,1100015,0,0,0,0,0,0,50902400
3450,0,1205150,카오스 수염고래 해안가 난이도 2 C,1205150,60000941,1109100,0,1100015,0,0,0,0,0,0,50902410
3451,0,1205160,카오스 수염고래 해안가 난이도 2 D,1205160,60000941,1109100,0,0,0,0,0,0,0,0,50902420
3452,0,1205170,카오스 수염고래 해안가 난이도 2 E,1205170,60000941,1109100,0,0,0,0,0,0,0,0,0
3453,0,1205180,카오스 수염고래 해안가 난이도 2 F,0,60000941,1109100,0,0,0,0,0,0,0,0,0
3454,0,1205190,카오스 수염고래 해안가 난이도 3 SSS,1205190,60001011,1109190,50900010,1100015,0,0,0,0,0,0,50902360
3455,0,1205200,카오스 수염고래 해안가 난이도 3 SS,1205200,60001011,1109190,50900010,1100015,0,0,0,0,0,0,50902370
3456,0,1205210,카오스 수염고래 해안가 난이도 3 S,1205210,60001011,1109190,50900010,1100015,0,0,0,0,0,0,50902380
3457,0,1205220,카오스 수염고래 해안가 난이도 3 A,1205220,60001011,1109190,0,1100015,0,0,0,0,0,0,50902390
3458,0,1205230,카오스 수염고래 해안가 난이도 3 B,1205230,60001011,1109190,0,1100015,0,0,0,0,0,0,50902400
3459,0,1205240,카오스 수염고래 해안가 난이도 3 C,1205240,60001011,1109190,0,1100015,0,0,0,0,0,0,50902410
3460,0,1205250,카오스 수염고래 해안가 난이도 3 D,1205250,60001011,1109190,0,0,0,0,0,0,0,0,50902420
3461,0,1205260,카오스 수염고래 해안가 난이도 3 E,1205260,60001011,1109190,0,0,0,0,0,0,0,0,0
3462,0,1205270,카오스 수염고래 해안가 난이도 3 F,0,60001011,1109190,0,0,0,0,0,0,0,0,0
3463,0,1205280,카오스 수염고래 해안가 난이도 4 SSS,1205280,60001021,1109280,50900010,1100015,0,0,0,0,0,0,50902360
3464,0,1205290,카오스 수염고래 해안가 난이도 4 SS,1205290,60001021,1109280,50900010,1100015,0,0,0,0,0,0,50902370
3465,0,1205300,카오스 수염고래 해안가 난이도 4 S,1205300,60001021,1109280,50900010,1100015,0,0,0,0,0,0,50902380
3466,0,1205310,카오스 수염고래 해안가 난이도 4 A,1205310,60001021,1109280,0,1100015,0,0,0,0,0,0,50902390
3467,0,1205320,카오스 수염고래 해안가 난이도 4 B,1205320,60001021,1109280,0,1100015,0,0,0,0,0,0,50902400
3468,0,1205330,카오스 수염고래 해안가 난이도 4 C,1205330,60001021,1109280,0,1100015,0,0,0,0,0,0,50902410
3469,0,1205340,카오스 수염고래 해안가 난이도 4 D,1205340,60001021,1109280,0,0,0,0,0,0,0,0,50902420
3470,0,1205350,카오스 수염고래 해안가 난이도 4 E,1205350,60001021,1109280,0,0,0,0,0,0,0,0,0
3471,0,1205360,카오스 수염고래 해안가 난이도 4 F,0,60001021,1109280,0,0,0,0,0,0,0,0,0
3472,0,1206010,카오스 스티븐 무역항 난이도 1 SSS,1206010,60001031,1110010,50900010,1100015,0,0,0,0,0,0,50902430
3473,0,1206020,카오스 스티븐 무역항 난이도 1 SS,1206020,60001031,1110010,50900010,1100015,0,0,0,0,0,0,50902440
3474,0,1206030,카오스 스티븐 무역항 난이도 1 S,1206030,60001031,1110010,50900010,1100015,0,0,0,0,0,0,50902450
3475,0,1206040,카오스 스티븐 무역항 난이도 1 A,1206040,60001031,1110010,0,1100015,0,0,0,0,0,0,50902460
3476,0,1206050,카오스 스티븐 무역항 난이도 1 B,1206050,60001031,1110010,0,1100015,0,0,0,0,0,0,50902470
3477,0,1206060,카오스 스티븐 무역항 난이도 1 C,1206060,60001031,1110010,0,1100015,0,0,0,0,0,0,50902480
3478,0,1206070,카오스 스티븐 무역항 난이도 1 D,1206070,60001031,1110010,0,0,0,0,0,0,0,0,50902490
3479,0,1206080,카오스 스티븐 무역항 난이도 1 E,1206080,60001031,1110010,0,0,0,0,0,0,0,0,0
3480,0,1206090,카오스 스티븐 무역항 난이도 1 F,0,60001031,1110010,0,0,0,0,0,0,0,0,0
3481,0,1206100,카오스 스티븐 무역항 난이도 2  SSS,1206100,60001041,1110100,50900010,1100015,0,0,0,0,0,0,50902430
3482,0,1206110,카오스 스티븐 무역항 난이도 2  SS,1206110,60001041,1110100,50900010,1100015,0,0,0,0,0,0,50902440
3483,0,1206120,카오스 스티븐 무역항 난이도 2  S,1206120,60001041,1110100,50900010,1100015,0,0,0,0,0,0,50902450
3484,0,1206130,카오스 스티븐 무역항 난이도 2  A,1206130,60001041,1110100,0,1100015,0,0,0,0,0,0,50902460
3485,0,1206140,카오스 스티븐 무역항 난이도 2  B,1206140,60001041,1110100,0,1100015,0,0,0,0,0,0,50902470
3486,0,1206150,카오스 스티븐 무역항 난이도 2  C,1206150,60001041,1110100,0,1100015,0,0,0,0,0,0,50902480
3487,0,1206160,카오스 스티븐 무역항 난이도 2  D,1206160,60001041,1110100,0,0,0,0,0,0,0,0,50902490
3488,0,1206170,카오스 스티븐 무역항 난이도 2  E,1206170,60001041,1110100,0,0,0,0,0,0,0,0,0
3489,0,1206180,카오스 스티븐 무역항 난이도 2  F,0,60001041,1110100,0,0,0,0,0,0,0,0,0
3490,0,1206190,카오스 스티븐 무역항 난이도 3  SSS,1206190,60001111,1110190,50900010,1100015,0,0,0,0,0,0,50902430
3491,0,1206200,카오스 스티븐 무역항 난이도 3  SS,1206200,60001111,1110190,50900010,1100015,0,0,0,0,0,0,50902440
3492,0,1206210,카오스 스티븐 무역항 난이도 3  S,1206210,60001111,1110190,50900010,1100015,0,0,0,0,0,0,50902450
3493,0,1206220,카오스 스티븐 무역항 난이도 3  A,1206220,60001111,1110190,0,1100015,0,0,0,0,0,0,50902460
3494,0,1206230,카오스 스티븐 무역항 난이도 3  B,1206230,60001111,1110190,0,1100015,0,0,0,0,0,0,50902470
3495,0,1206240,카오스 스티븐 무역항 난이도 3  C,1206240,60001111,1110190,0,1100015,0,0,0,0,0,0,50902480
3496,0,1206250,카오스 스티븐 무역항 난이도 3  D,1206250,60001111,1110190,0,0,0,0,0,0,0,0,50902490
3497,0,1206260,카오스 스티븐 무역항 난이도 3  E,1206260,60001111,1110190,0,0,0,0,0,0,0,0,0
3498,0,1206270,카오스 스티븐 무역항 난이도 3  F,0,60001111,1110190,0,0,0,0,0,0,0,0,0
3499,0,1206280,카오스 스티븐 무역항 난이도 4  SSS,1206280,60001121,1110280,50900010,1100015,0,0,0,0,0,0,50902430
3500,0,1206290,카오스 스티븐 무역항 난이도 4  SS,1206290,60001121,1110280,50900010,1100015,0,0,0,0,0,0,50902440
3501,0,1206300,카오스 스티븐 무역항 난이도 4  S,1206300,60001121,1110280,50900010,1100015,0,0,0,0,0,0,50902450
3502,0,1206310,카오스 스티븐 무역항 난이도 4  A,1206310,60001121,1110280,0,1100015,0,0,0,0,0,0,50902460
3503,0,1206320,카오스 스티븐 무역항 난이도 4  B,1206320,60001121,1110280,0,1100015,0,0,0,0,0,0,50902470
3504,0,1206330,카오스 스티븐 무역항 난이도 4  C,1206330,60001121,1110280,0,1100015,0,0,0,0,0,0,50902480
3505,0,1206340,카오스 스티븐 무역항 난이도 4  D,1206340,60001121,1110280,0,0,0,0,0,0,0,0,50902490
3506,0,1206350,카오스 스티븐 무역항 난이도 4  E,1206350,60001121,1110280,0,0,0,0,0,0,0,0,0
3507,0,1206360,카오스 스티븐 무역항 난이도 4  F,0,60001121,1110280,0,0,0,0,0,0,0,0,0
3508,0,1207010,카오스 미리내 신전 난이도 1 SSS,1207010,60001131,1112010,50900010,1100015,0,0,0,0,0,0,50902500
3509,0,1207020,카오스 미리내 신전 난이도 1 SS,1207020,60001131,1112010,50900010,1100015,0,0,0,0,0,0,50902510
3510,0,1207030,카오스 미리내 신전 난이도 1 S,1207030,60001131,1112010,50900010,1100015,0,0,0,0,0,0,50902520
3511,0,1207040,카오스 미리내 신전 난이도 1 A,1207040,60001131,1112010,0,1100015,0,0,0,0,0,0,50902530
3512,0,1207050,카오스 미리내 신전 난이도 1 B,1207050,60001131,1112010,0,1100015,0,0,0,0,0,0,50902540
3513,0,1207060,카오스 미리내 신전 난이도 1 C,1207060,60001131,1112010,0,1100015,0,0,0,0,0,0,50902550
3514,0,1207070,카오스 미리내 신전 난이도 1 D,1207070,60001131,1112010,0,0,0,0,0,0,0,0,50902560
3515,0,1207080,카오스 미리내 신전 난이도 1 E,1207080,60001131,1112010,0,0,0,0,0,0,0,0,0
3516,0,1207090,카오스 미리내 신전 난이도 1 F,0,60001131,1112010,0,0,0,0,0,0,0,0,0
3517,0,1207100,카오스 미리내 신전 난이도 2 SSS,1207100,60001141,1112100,50900010,1100015,0,0,0,0,0,0,50902500
3518,0,1207110,카오스 미리내 신전 난이도 2 SS,1207110,60001141,1112100,50900010,1100015,0,0,0,0,0,0,50902510
3519,0,1207120,카오스 미리내 신전 난이도 2 S,1207120,60001141,1112100,50900010,1100015,0,0,0,0,0,0,50902520
3520,0,1207130,카오스 미리내 신전 난이도 2 A,1207130,60001141,1112100,0,1100015,0,0,0,0,0,0,50902530
3521,0,1207140,카오스 미리내 신전 난이도 2 B,1207140,60001141,1112100,0,1100015,0,0,0,0,0,0,50902540
3522,0,1207150,카오스 미리내 신전 난이도 2 C,1207150,60001141,1112100,0,1100015,0,0,0,0,0,0,50902550
3523,0,1207160,카오스 미리내 신전 난이도 2 D,1207160,60001141,1112100,0,0,0,0,0,0,0,0,50902560
3524,0,1207170,카오스 미리내 신전 난이도 2 E,1207170,60001141,1112100,0,0,0,0,0,0,0,0,0
3525,0,1207180,카오스 미리내 신전 난이도 2 F,0,60001141,1112100,0,0,0,0,0,0,0,0,0
3526,0,1207190,카오스 미리내 신전 난이도 3 SSS,1207190,60001211,1112190,50900010,1100015,0,0,0,0,0,0,50902500
3527,0,1207200,카오스 미리내 신전 난이도 3 SS,1207200,60001211,1112190,50900010,1100015,0,0,0,0,0,0,50902510
3528,0,1207210,카오스 미리내 신전 난이도 3 S,1207210,60001211,1112190,50900010,1100015,0,0,0,0,0,0,50902520
3529,0,1207220,카오스 미리내 신전 난이도 3 A,1207220,60001211,1112190,0,1100015,0,0,0,0,0,0,50902530
3530,0,1207230,카오스 미리내 신전 난이도 3 B,1207230,60001211,1112190,0,1100015,0,0,0,0,0,0,50902540
3531,0,1207240,카오스 미리내 신전 난이도 3 C,1207240,60001211,1112190,0,1100015,0,0,0,0,0,0,50902550
3532,0,1207250,카오스 미리내 신전 난이도 3 D,1207250,60001211,1112190,0,0,0,0,0,0,0,0,50902560
3533,0,1207260,카오스 미리내 신전 난이도 3 E,1207260,60001211,1112190,0,0,0,0,0,0,0,0,0
3534,0,1207270,카오스 미리내 신전 난이도 3 F,0,60001211,1112190,0,0,0,0,0,0,0,0,0
3535,0,1207280,카오스 미리내 신전 난이도 4 SSS,1207280,60001221,1112280,50900010,1100015,0,0,0,0,0,0,50902500
3536,0,1207290,카오스 미리내 신전 난이도 4 SS,1207290,60001221,1112280,50900010,1100015,0,0,0,0,0,0,50902510
3537,0,1207300,카오스 미리내 신전 난이도 4 S,1207300,60001221,1112280,50900010,1100015,0,0,0,0,0,0,50902520
3538,0,1207310,카오스 미리내 신전 난이도 4 A,1207310,60001221,1112280,0,1100015,0,0,0,0,0,0,50902530
3539,0,1207320,카오스 미리내 신전 난이도 4 B,1207320,60001221,1112280,0,1100015,0,0,0,0,0,0,50902540
3540,0,1207330,카오스 미리내 신전 난이도 4 C,1207330,60001221,1112280,0,1100015,0,0,0,0,0,0,50902550
3541,0,1207340,카오스 미리내 신전 난이도 4 D,1207340,60001221,1112280,0,0,0,0,0,0,0,0,50902560
3542,0,1207350,카오스 미리내 신전 난이도 4 E,1207350,60001221,1112280,0,0,0,0,0,0,0,0,0
3543,0,1207360,카오스 미리내 신전 난이도 4 F,0,60001221,1112280,0,0,0,0,0,0,0,0,0
3544,0,1208010,카오스 위험한 동굴 미션 1 SSS,1208010,60001231,1115010,50900010,1100015,0,0,0,0,0,0,50902570
3545,0,1208020,카오스 위험한 동굴 미션 1 SS,1208020,60001231,1115010,50900010,1100015,0,0,0,0,0,0,50902580
3546,0,1208030,카오스 위험한 동굴 미션 1 S,1208030,60001231,1115010,50900010,1100015,0,0,0,0,0,0,50902590
3547,0,1208040,카오스 위험한 동굴 미션 1 A,1208040,60001231,1115010,0,1100015,0,0,0,0,0,0,50902600
3548,0,1208050,카오스 위험한 동굴 미션 1 B,1208050,60001231,1115010,0,1100015,0,0,0,0,0,0,50902610
3549,0,1208060,카오스 위험한 동굴 미션 1 C,1208060,60001231,1115010,0,1100015,0,0,0,0,0,0,50902620
3550,0,1208070,카오스 위험한 동굴 미션 1 D,1208070,60001231,1115010,0,0,0,0,0,0,0,0,50902630
3551,0,1208080,카오스 위험한 동굴 미션 1 E,1208080,60001231,1115010,0,0,0,0,0,0,0,0,0
3552,0,1208090,카오스 위험한 동굴 미션 1 F,0,60001231,1115010,0,0,0,0,0,0,0,0,0
3553,0,1208100,카오스 위험한 동굴 미션 2 SSS,1208100,60001241,1115100,50900010,1100015,0,0,0,0,0,0,50902570
3554,0,1208110,카오스 위험한 동굴 미션 2 SS,1208110,60001241,1115100,50900010,1100015,0,0,0,0,0,0,50902580
3555,0,1208120,카오스 위험한 동굴 미션 2 S,1208120,60001241,1115100,50900010,1100015,0,0,0,0,0,0,50902590
3556,0,1208130,카오스 위험한 동굴 미션 2 A,1208130,60001241,1115100,0,1100015,0,0,0,0,0,0,50902600
3557,0,1208140,카오스 위험한 동굴 미션 2 B,1208140,60001241,1115100,0,1100015,0,0,0,0,0,0,50902610
